USER           PID  PPID NAME                        ARGS                       
root           153     2 [display_check_a]           [display_check_a]
root           154     2 [disp_delay_trig]           [disp_delay_trig]
root           155     2 [disp_od_trigger]           [disp_od_trigger]
root           156     2 [present_fence_w]           [present_fence_w]
root           157     2 [disp_switch_mod]           [disp_switch_mod]
root           158     2 [dfrc_make_polic]           [dfrc_make_polic]
root           159     2 [ged_notify_sw_v]           [ged_notify_sw_v]
root           160     2 [ged_kpi]                   [ged_kpi]
root           161     2 [gpu_bucks]                 [gpu_bucks]
root           163     2 [kbase_job_fault]           [kbase_job_fault]
root           164     2 [mali_aeewp]                [mali_aeewp]
root           166     2 [WMFE-CMDQ-WQ]              [WMFE-CMDQ-WQ]
root           167     2 [RSC-CMDQ-WQ]               [RSC-CMDQ-WQ]
root           168     2 [vpu0]                      [vpu0]
root           169     2 [vpu1]                      [vpu1]
root           170     2 [vpu_wq]                    [vpu_wq]
root           171     2 [btif_rxd]                  [btif_rxd]
root           172     2 [touch_boost]               [touch_boost]
root           173     2 [cpu_loading_wor]           [cpu_loading_wor]
root           174     2 [lt_wq]                     [lt_wq]
root           175     2 [bcct_chrlmt_wor]           [bcct_chrlmt_wor]
root           176     2 [krtatm]                    [krtatm]
root           177     2 [hang_detect]               [hang_detect]
root           178     2 [hang_detect1]              [hang_detect1]
root           179     2 [cpu_freq_wq]               [cpu_freq_wq]
root           180     2 [cpu_core_wq]               [cpu_core_wq]
root           181     2 [dram_vcore_wq]             [dram_vcore_wq]
root           182     2 [sys_timer_wq]              [sys_timer_wq]
root           183     2 [mtk_io_boost]              [mtk_io_boost]
root           184     2 [spi32766]                  [spi32766]
root           185     2 [spi32765]                  [spi32765]
root           186     2 [spi32764]                  [spi32764]
root           187     2 [spi32763]                  [spi32763]
root           188     2 [spi32762]                  [spi32762]
root           189     2 [spi32761]                  [spi32761]
root           190     2 [uether]                    [uether]
root           191     2 [uether_rx1]                [uether_rx1]
root           192     2 [workqueue]                 [workqueue]
root           193     2 [irq/24-hall_sen]           [irq/24-hall_sen]
root           194     2 [irq/29-mt6370_p]           [irq/29-mt6370_p]
root           196     2 [tcpc_timer_type]           [tcpc_timer_type]
root           197     2 [type_c_port0]              [type_c_port0]
root           198     2 [gauge_coulomb_t]           [gauge_coulomb_t]
root           199     2 [battery_thread]            [battery_thread]
root           200     2 [power_misc_thre]           [power_misc_thre]
root           201     2 [gauge_timer_thr]           [gauge_timer_thr]
root           202     2 [dm_bufio_cache]            [dm_bufio_cache]
root           203     2 [binder]                    [binder]
root           210     2 [ipv6_addrconf]             [ipv6_addrconf]
root           219     2 [deferwq]                   [deferwq]
root           220     2 [ipi_cpu_dvfs_rt]           [ipi_cpu_dvfs_rt]
root           221     2 [EEM_CTRL_2L]               [EEM_CTRL_2L]
root           222     2 [EEM_CTRL_L]                [EEM_CTRL_L]
root           223     2 [EEM_CTRL_CCI]              [EEM_CTRL_CCI]
root           224     2 [EEM_CTRL_GPU]              [EEM_CTRL_GPU]
root           225     2 [Init_1_Stress]             [Init_1_Stress]
root           226     2 [hps_main]                  [hps_main]
root           227     2 [qos_recv]                  [qos_recv]
root           228     2 [kworker/5:2]               [kworker/5:2]
root           229     2 [exe_cq]                    [exe_cq]
root           230     2 [bioset]                    [bioset]
root           231     2 [mmcqd/0]                   [mmcqd/0]
root           232     2 [bioset]                    [bioset]
root           233     2 [mmcqd/0boot0]              [mmcqd/0boot0]
root           234     2 [bioset]                    [bioset]
root           235     2 [mmcqd/0boot1]              [mmcqd/0boot1]
root           236     2 [bioset]                    [bioset]
root           237     2 [mmcqd/0rpmb]               [mmcqd/0rpmb]
root           238     2 [ksched_hint]               [ksched_hint]
root           239     2 [accel_polling]             [accel_polling]
root           241     2 [entropy_thread]            [entropy_thread]
root           242     2 [mt_touch_boost_]           [mt_touch_boost_]
root           243     2 [dynamic_boost]             [dynamic_boost]
root           244     2 [mtk-tpd]                   [mtk-tpd]
root           245     2 [fts_wq]                    [fts_wq]
root           246     2 [mtk-tpd]                   [mtk-tpd]
root           247     2 [touch_resume]              [touch_resume]
root           248     2 [charger_thread]            [charger_thread]
root           249     2 [rise_rate_vs5]             [rise_rate_vs5]
root           250     2 [rise_rate_vs6]             [rise_rate_vs6]
root           251     2 [rise_rate_vs7]             [rise_rate_vs7]
root           252     2 [rise_rate_vs8]             [rise_rate_vs8]
root           253     2 [bioset]                    [bioset]
root           255     2 [kdmflush]                  [kdmflush]
root           256     2 [kworker/3:1H]              [kworker/3:1H]
root           257     2 [kworker/0:1H]              [kworker/0:1H]
root           258     2 [bioset]                    [bioset]
root           259     2 [kverityd]                  [kverityd]
root           261     2 [bioset]                    [bioset]
root           262     2 [bioset]                    [bioset]
root           263     2 [bioset]                    [bioset]
root           264     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           266     2 [kworker/2:1H]              [kworker/2:1H]
root           267     2 [kworker/7:1]               [kworker/7:1]
root           268     2 [kworker/1:1H]              [kworker/1:1H]
root           271     2 [kdmflush]                  [kdmflush]
root           272     2 [bioset]                    [bioset]
root           273     2 [kverityd]                  [kverityd]
root           274     2 [bioset]                    [bioset]
root           275     2 [bioset]                    [bioset]
root           276     2 [bioset]                    [bioset]
root           277     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           279     1 init                        init subcontext u:r:vendor_init:s0 9
root           280     1 init                        init subcontext u:r:vendor_init:s0 10
root           281     1 ueventd                     ueventd
root           297     2 [jbd2/mmcblk0p21]           [jbd2/mmcblk0p21]
root           298     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           302     2 [jbd2/mmcblk0p18]           [jbd2/mmcblk0p18]
root           303     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           307     2 [jbd2/mmcblk0p10]           [jbd2/mmcblk0p10]
root           308     2 [ext4-rsv-conver]           [ext4-rsv-conver]
logd           309     1 logd                        logd
system         310     1 servicemanager              servicemanager
system         311     1 hwservicemanager            hwservicemanager
system         312     1 vndservicemanager           vndservicemanager /dev/vndbinder
root           313     2 [f_mtp]                     [f_mtp]
system         314     1 android.hardware.keymaster@3.0-service android.hardware.keymaster@3.0-service
root           315     1 vold                        vold --blkid_context=u:r:blkid:s0 --blkid_untrusted_context=u:r:blkid_untrusted:s0 --fsck_context=u:r:fsck:s0 --fsck_untrusted_context=u:r:fsck_untrusted:s0
root           321     2 [kauditd]                   [kauditd]
root           337     2 [jbd2/mmcblk0p3-]           [jbd2/mmcblk0p3-]
root           338     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           340     1 kisd                        kisd
root           347     1 netd                        netd
root           348     1 zygote64                    zygote64
root           349     1 zygote                      zygote
system         352     1 android.hidl.allocator@1.0-service android.hidl.allocator@1.0-service
bluetooth      353     1 android.hardware.bluetooth@1.0-service-mediatek android.hardware.bluetooth@1.0-service-mediatek
media          354     1 android.hardware.cas@1.0-service android.hardware.cas@1.0-service
system         356     1 android.hardware.configstore@1.1-service android.hardware.configstore@1.1-service
media          357     1 android.hardware.drm@1.0-service android.hardware.drm@1.0-service
media          359     1 android.hardware.drm@1.1-service.clearkey android.hardware.drm@1.1-service.clearkey
media          360     1 android.hardware.drm@1.1-service.widevine android.hardware.drm@1.1-service.widevine
system         361     1 android.hardware.gatekeeper@1.0-service android.hardware.gatekeeper@1.0-service
system         362     1 android.hardware.graphics.allocator@2.0-service android.hardware.graphics.allocator@2.0-service
system         364     1 android.hardware.graphics.composer@2.1-service android.hardware.graphics.composer@2.1-service
system         365     1 android.hardware.health@2.0-service android.hardware.health@2.0-service
system         366     1 android.hardware.light@2.0-service-mediatek android.hardware.light@2.0-service-mediatek
system         367     1 android.hardware.memtrack@1.0-service android.hardware.memtrack@1.0-service
system         368     1 android.hardware.thermal@1.0-service android.hardware.thermal@1.0-service
system         369     1 android.hardware.usb@1.1-service-mediatek android.hardware.usb@1.1-service-mediatek
wifi           370     1 android.hardware.wifi@1.0-service-mediatek android.hardware.wifi@1.0-service-mediatek
system         371     1 fireos.hardware.amazonhmod@1.0-service fireos.hardware.amazonhmod@1.0-service
system         372     1 fireos.hardware.amazonthermal@1.0-service fireos.hardware.amazonthermal@1.0-service
audioserver    373     1 fireos.hardware.audio@2.0-service fireos.hardware.audio@2.0-service
root           374   347 iptables-restore            iptables-restore --noflush -w -v
root           375   347 ip6tables-restore           ip6tables-restore --noflush -w -v
system         377     1 fireos.hardware.connectivity.networkpower@1.0-service fireos.hardware.connectivity.networkpower@1.0-service
keystore       379     1 fireos.hardware.fireosdha@2.0-service fireos.hardware.fireosdha@2.0-service
system         380     1 fireos.hardware.idme@1.1-service fireos.hardware.idme@1.1-service
media          381     1 vendor.dolby.hardware.dms@1.0-service vendor.dolby.hardware.dms@1.0-service
system         382     1 vendor.mediatek.hardware.keymanage@1.0-service vendor.mediatek.hardware.keymanage@1.0-service
system         383     1 vendor.mediatek.hardware.power@2.0-service vendor.mediatek.hardware.power@2.0-service
root           385     1 watchdogd                   watchdogd 20 10
audioserver    386     1 audioserver                 audioserver
root           400     1 lmkd                        lmkd
system         405     1 surfaceflinger              surfaceflinger
system         406     1 thermalserviced             thermalserviced
system         409     1 fuelgauged                  fuelgauged
system         420     1 wmt_launcher                wmt_launcher -p /vendor/firmware/
root           422     2 [kworker/6:1H]              [kworker/6:1H]
shell          428     1 adbd                        adbd --root_seclabel=u:r:su:s0
root           430     1 amazonfiled                 amazonfiled
cameraserver   431     1 cameraserver                cameraserver
drm            432     1 drmserver                   drmserver
incidentd      433     1 incidentd                   incidentd
root           434     1 installd                    installd
keystore       435     1 keystore                    keystore /data/misc/keystore
media          436     1 mediadrmserver              mediadrmserver
mediaex        437     1 media.extractor             media.extractor aextractor
media          438     1 media.metrics               media.metrics diametrics
media          439     1 mediaserver                 mediaserver
statsd         440     1 statsd                      statsd
root           441     1 storaged                    storaged
wifi           442     1 wificond                    wificond
root           445     2 [mtk_stp_psm]               [mtk_stp_psm]
root           446     2 [mtk_stp_btm]               [mtk_stp_btm]
mediacodec     447     1 media.codec                 media.codec hw/android.hardware.media.omx@1.0-service
system         449     1 android.hardware.sensors@1.0-service-mediatek android.hardware.sensors@1.0-service-mediatek
root           451     2 [mtk_wmtd]                  [mtk_wmtd]
root           452     2 [mtk_wmtd_worker]           [mtk_wmtd_worker]
cameraserver   453     1 camerahalserver             camerahalserver
system         455     1 fuelgauged_nvram            fuelgauged_nvram
system         457     1 thermal                     thermal
system         459     1 thermalloadalgod            thermalloadalgod
media          463     1 securetime                  securetime
system         464     1 vendor.mediatek.hardware.pq@2.2-service vendor.mediatek.hardware.pq@2.2-service
root           466     2 [kworker/7:1H]              [kworker/7:1H]
root           469     2 [kworker/5:1H]              [kworker/5:1H]
root           482     1 bcm_main                    bcm_main
system         483     1 gatekeeperd                 gatekeeperd /data/misc/gatekeeper
system         485     1 integrity_logger            integrity_logger
tombstoned     486     1 tombstoned                  tombstoned
system         488     1 charge_logger               charge_logger
root           489     2 [kworker/4:1H]              [kworker/4:1H]
system         494     1 rpmb_svc                    rpmb_svc
root           496     1 sh                          sh /vendor/bin/wifi_log_levels.sh
root           525     2 [kbase_event]               [kbase_event]
root           538     2 [irq/22-11240000]           [irq/22-11240000]
root           550     2 [loop0]                     [loop0]
root           554     2 [jbd2/loop0-8]              [jbd2/loop0-8]
root           555     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           625     2 [disp_queue_P0]             [disp_queue_P0]
system         788   348 system_server               system_server
root          1036     2 [tx_thread]                 [tx_thread]
root          1037     2 [hif_thread]                [hif_thread]
root          1038     2 [rx_thread]                 [rx_thread]
wifi          1039     1 wpa_supplicant              wpa_supplicant -g@android:wpa_wlan0 -O /data/vendor/wifi/wpa/sockets
root          1041     2 [kworker/3:2]               [kworker/3:2]
u0_a181       1122   349 com.google.android.inputmethod.latin com.google.android.inputmethod.latin
webview_zygote 1133  349 webview_zygote              webview_zygote
u0_a36        1151   348 com.android.systemui        com.android.systemui
system        1213   348 com.here.odnp.service:remote com.here.odnp.service:remote
u0_a43        1303   348 com.amazon.imp              com.amazon.imp
u0_a59        1320   348 android.ext.services        android.ext.services
root          1496     2 [kbase_event]               [kbase_event]
u0_a71        1520   348 com.amazon.device.messaging com.amazon.device.messaging
root          1559     1 perfmonitord                perfmonitord
u0_a98        1565   348 com.android.proxyhandler    com.android.proxyhandler
u0_a7         1590   348 com.amazon.client.metrics   com.amazon.client.metrics
u0_a7         1761  1590 logcat                      logcat -v time -b metrics -X
u0_a179       1822   348 com.google.android.gms.persistent com.google.android.gms.persistent
u0_a179       1848   348 com.google.process.gservices com.google.process.gservices
u0_a35        1862   348 amazon.speech.sim           amazon.speech.sim
u0_a108       1879   348 com.dolby.daxservice        com.dolby.daxservice
u0_a135       1897   348 com.amazon.tcomm            com.amazon.tcomm
secure_element 1914  348 com.android.se              com.android.se
u0_a75        1948   348 com.android.launcher3       com.android.launcher3
u0_a120       1963   348 com.amazon.firelauncher     com.amazon.firelauncher
u0_a179       2065   348 com.google.android.gms      com.google.android.gms
u0_a41        2085   348 com.amazon.platform         com.amazon.platform
u0_a76        2335   349 com.amazon.venezia          com.amazon.venezia
u0_a26        2553   348 com.amazon.kindle.unifiedSearch com.amazon.kindle.unifiedSearch
root          2795     2 [kworker/6:2]               [kworker/6:2]
root          3071     2 [kbase_event]               [kbase_event]
u0_a33        3270   348 android.process.acore       android.process.acore
system        3419   348 com.amazon.device.services  com.amazon.device.services
u0_a9         3444   348 com.amazon.diode            com.amazon.diode
u0_a126       3668   348 com.amazon.whisperlink.core.android com.amazon.whisperlink.core.android
u0_a177       3890   348 com.aurora.store            com.aurora.store
root          5181     2 [kworker/7:2]               [kworker/7:2]
root          5487     2 [kworker/3:1]               [kworker/3:1]
shell         5550   428 sh                          sh -c CLASSPATH=/data/local/tmp/scrcpy-server.jar app_process / com.genymobile.scrcpy.Server 4.1 scid=2a8b966d log_level=info
shell         5552  5550 app_process                 app_process / com.genymobile.scrcpy.Server 4.1 scid=2a8b966d log_level=info
shell         5562  5552 app_process                 app_process / com.genymobile.scrcpy.CleanUp 0 -1 false false -1 -1
u0_a76        5623   349 com.amazon.venezia:sync     com.amazon.venezia:sync
root          5628     2 [kbase_event]               [kbase_event]
u0_a27        5660   348 com.amazon.sync.service     com.amazon.sync.service
u0_a90        5726   348 com.amazon.dcpms.fos.service com.amazon.dcpms.fos.service
root          5861     2 [kbase_event]               [kbase_event]
root          5877     2 [kbase_event]               [kbase_event]
u0_a115       6001   348 com.amazon.kindle.rdmdeviceadmin com.amazon.kindle.rdmdeviceadmin
u0_a58        6029   348 com.amazon.parentalcontrols com.amazon.parentalcontrols
u0_a17        6155   348 com.amazon.device.software.ota com.amazon.device.software.ota
root          7336     2 [kworker/u17:2]             [kworker/u17:2]
u0_a180       7353   348 com.android.vending:background com.android.vending:background
root          7458     2 [kworker/5:1]               [kworker/5:1]
root          7502     2 [kworker/1:2]               [kworker/1:2]
root          7542     2 [kworker/0:1]               [kworker/0:1]
root          7546     2 [kworker/4:0]               [kworker/4:0]
root          7581     2 [kworker/u16:3]             [kworker/u16:3]
root          7582     2 [kworker/u16:5]             [kworker/u16:5]
root          7583     2 [kworker/u16:6]             [kworker/u16:6]
u0_a69        7586   348 com.amazon.wifilocker       com.amazon.wifilocker
u0_a14        7615   348 com.android.providers.downloads com.android.providers.downloads
u0_a104       7659   348 com.amazon.sync.provider.ipc com.amazon.sync.provider.ipc
root          7711     2 [kworker/1:1]               [kworker/1:1]
root          7733     2 [kworker/u17:1]             [kworker/u17:1]
root          7734     2 [kworker/0:2]               [kworker/0:2]
root          7754     2 [kworker/u16:0]             [kworker/u16:0]
root          7789     2 [kworker/1:0]               [kworker/1:0]
root          7803   496 sleep                       sleep 120
root          7806     2 [kworker/0:0]               [kworker/0:0]
shell         7900   428 ps                          ps -A -o USER,PID,PPID,NAME,ARGS
