root,file,package,type,name,exported,permission,read_permission,write_permission,protection_level,process,actions,home_marker
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,permission,com.amazon.firelauncher.permission.PACKAGE_CHANGED,,,,,signature,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,permission,com.amazon.firelauncher.permission.LIBRARY_CHANNEL_CARD_PRODUCER,,,,,signature,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,permission,com.amazon.firelauncher.permission.TUTORIAL_RECEIVER_BROADCAST_PERMISSION,,,,,signature,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,permission,com.amazon.firelauncher.permission.START_EDIT_MODE_EXTERNAL,,,,,signature,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,permission,com.amazon.firelauncher.permission.RECEIVE_ADM_MESSAGE,,,,,signature,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,permission,com.amazon.firecard.permission.CARD_CONSUMER,,,,,signature,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,permission,com.amazon.firecard.permission.CARD_PRODUCER,,,,,signature,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,permission,com.amazon.firecard.permission.DIAGNOSTIC,,,,,signature,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,permission,com.amazon.firecard.permission.CDA_IMAGE_PROVIDER_ACCESS_PERMISSION,,,,,signature,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,permission,com.amazon.firecard.permission.PRODUCER_CALLBACK_ACCESS,,,,,signature,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,permission,com.amazon.firelauncher.REC_PRODUCER_ACCESS,,,,,signature,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,permission,com.amazon.identity.permission.CAN_CALL_MAP_INFORMATION_PROVIDER,,,,,signatureOrSystem,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,permission,com.amazon.identity.auth.device.perm.AUTH_SDK,,,,,signatureOrSystem,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,permission,com.amazon.dcp.sso.permission.account.changed,,,,,signatureOrSystem,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,permission,com.amazon.dcp.sso.permission.AmazonAccountPropertyService.property.changed,,,,,signatureOrSystem,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,permission,com.amazon.identity.permission.CALL_AMAZON_DEVICE_INFORMATION_PROVIDER,,,,,signatureOrSystem,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,permission,com.amazon.appmanager.preload.permission.READ_PRELOAD_DEVICE_INFO_PROVIDER,,,,,signatureOrSystem,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,permission,com.amazon.firelauncher.cardproducer.utils.HOST_APP_COLD_START_RECEIVER,,,,,signature,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,activity,com.amazon.firelauncher.Launcher,,,,,,,"android.intent.action.MAIN,com.amazon.firelauncher.intent.action.ALEXA_TUTORIAL,com.amazon.firelauncher.intent.action.TUTORIAL,com.amazon.firelauncher.intent.action.TUTORIALDONE,com.amazon.firelauncher.REQUEST_LOCATION_PERMISSION,android.intent.action.VIEW",True
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,activity,com.amazon.firelauncher.LauncherUserSettings,,,,,,,"android.intent.action.MAIN,android.intent.action.VIEW",True
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,activity,com.amazon.firelauncher.rearrange.SectionRearrangeActivity,,,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,provider,com.amazon.firelauncher.search.SearchIndexingProvider,true,android.permission.READ_SEARCH_INDEXABLES,,,,,android.content.action.SEARCH_INDEXABLES_PROVIDER,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,activity,com.amazon.firelauncher.DemoModeDialog,,,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,service,com.amazon.firelauncher.account.AuthenticatorService,true,,,,,,android.accounts.AccountAuthenticator,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,service,com.amazon.firelauncher.weblab.sync.EarlyWeblabSyncService,true,android.permission.BIND_JOB_SERVICE,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,service,com.amazon.firelauncher.job.DatabaseStatusReportJobService,false,android.permission.BIND_JOB_SERVICE,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,service,com.amazon.firelauncher.sis.SisUpdateService,false,android.permission.BIND_JOB_SERVICE,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,service,com.amazon.firelauncher.sis.SisSyncJobService,false,android.permission.BIND_JOB_SERVICE,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.firelauncher.weblab.sync.EarlyWeblabSyncService.CorPfmChangeReceiver,true,com.amazon.dcp.sso.permission.MANAGE_COR_PFM,,,,,com.amazon.dcp.sso.broadcast.CORPFMHasChanged,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.firelauncher.weblab.sync.EarlyWeblabSyncService.AccountChangeReceiver,true,com.amazon.dcp.sso.permission.account.changed,,,,,"com.amazon.dcp.sso.action.account.added,com.amazon.dcp.sso.action.account.removed",False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.firelauncher.images.prefetcher.PrefetcherAccountReceiver,true,com.amazon.dcp.sso.permission.account.changed,,,,,"com.amazon.dcp.sso.action.account.added,com.amazon.dcp.sso.action.account.removed",False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,service,com.amazon.firelauncher.images.prefetcher.PrefetchJobService,false,android.permission.BIND_JOB_SERVICE,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,provider,com.amazon.firelauncher.arcus.LauncherArcusStubProvider,false,,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,service,com.amazon.firelauncher.arcus.LauncherArcusSyncService,true,,,,,,"android.content.SyncAdapter,com.amazon.sync.SyncProvider",False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,provider,com.amazon.firelauncher.weblab.sync.WeblabStubContentProvider,false,,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,service,com.amazon.firelauncher.weblab.sync.WeblabSyncService,true,,,,,,"android.content.SyncAdapter,com.amazon.sync.SyncProvider",False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,provider,com.amazon.firelauncher.recency.RecencyStubContentProvider,false,,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,service,com.amazon.firelauncher.recency.RecencyManagerSyncService,true,,,,,,"android.content.SyncAdapter,com.amazon.sync.SyncProvider",False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.firelauncher.images.storage.LowStorageReceiver,true,,,,,,android.intent.action.DEVICE_STORAGE_LOW,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,service,com.amazon.firelauncher.images.storage.LowStorageReceiver.LowStorageService,true,android.permission.BIND_JOB_SERVICE,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,provider,com.amazon.firelauncher.appsgrid.BadgingProvider,true,,,com.amazon.firelauncher.permission.BADGING,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,provider,com.amazon.firelauncher.recency.RecencyProvider,false,,,com.amazon.firelauncher.permission.RECENCY,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,provider,com.amazon.firelauncher.appsgrid.db.AppDiagInfoProvider,true,com.amazon.firecard.permission.DIAGNOSTIC,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,provider,com.amazon.firelauncher.appsgrid.db.AppsGridDataProvider,false,com.amazon.firelauncher.permission.QUERY_APPS_GRID,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,provider,com.amazon.firelauncher.feature.FeatureContentProvider,true,com.amazon.firelauncher.permission.CHECK_FEATURE_SUPPORT,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,provider,com.amazon.firelauncher.channels.LibraryStateContentProvider,true,com.amazon.firelauncher.permission.CHECK_LIBRARY_STATE,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.firelauncher.arcus.RetrySyncBroadcastReceiver,,com.amazon.firelauncher.permission.RETRY_SYNC,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.firelauncher.tutorial.TutorialDisabledExternalReceiver,,com.amazon.firelauncher.DISABLE_TUTORIAL_EXTERNAL,,,,,com.amazon.firelauncher.DISABLE_TUTORIAL_EXTERNAL,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.firelauncher.appsgrid.DemoModeMonitor.CmsResetReceiver,true,com.amazon.kor.demo.permission.DEMO_RESET,,,,,com.amazon.kor.demo.CMS_RESET,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.firelauncher.appsgrid.StartEditModeReceiver,true,com.amazon.firelauncher.permission.START_EDIT_MODE_EXTERNAL,,,,,com.amazon.firelauncher.START_EDIT_MODE_EXTERNAL,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.firelauncher.ui.GlobalSyncReceiver,true,,,,,,com.amazon.intent.SYNC,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,service,com.amazon.heroshoveler.weather.WeatherRefreshService,,android.permission.BIND_JOB_SERVICE,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.heroshoveler.weather.WeatherRefreshService.GlobalSyncReceiver,true,com.amazon.permission.GLOBAL_SYNC,,,,,com.amazon.intent.SYNC,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.heroshoveler.weather.WeatherRefreshService.LocaleChangedReceiver,true,,,,,,android.intent.action.LOCALE_CHANGED,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.heroshoveler.weather.WeatherRefreshService.AccountChangeReceiver,true,com.amazon.dcp.sso.permission.account.changed,,,,,"com.amazon.dcp.sso.action.account.added,com.amazon.dcp.sso.action.account.removed",False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.heroshoveler.weather.RefreshCardsBroadcastReceiver,true,com.amazon.firecard.permission.CARD_PRODUCER,,,,,com.amazon.firecard.action.REFRESH_CARDS,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.heroshoveler.weather.WeatherAppRefreshBroadcastReceiver,true,com.amazon.weather.permission.ACCESS_WEATHER_REFRESH,,,,,com.amazon.weather.WEATHER_UPDATED,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.heroshoveler.weather.WeatherRefreshBroadcastReceiver,true,com.amazon.firecard.permission.BROADCAST_CHANNEL_VISIBILITY,,,,,com.amazon.firelauncher.action.FOR_YOU_CHANNEL_VISIBLE,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.heroshoveler.weather.WeatherTestBroadcastReceiver,false,com.amazon.firecard.permission.CARD_PRODUCER,,,,,com.amazon.heroshoveler.weather.test.ALL_CARDS,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,amazon.alexa.locale.AlexaLocaleHelper,,,,,,,android.intent.action.LOCALE_CHANGED,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,service,com.amazon.firelauncher.cardproducer.LauncherProducerService,true,android.permission.BIND_JOB_SERVICE,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,service,com.amazon.firecard.producer.ProducerActionService,false,,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,service,com.amazon.firecard.producer.ProducerCallbackService,true,com.amazon.firecard.permission.PRODUCER_CALLBACK_ACCESS,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.firelauncher.cardproducer.LauncherProducerService.RefreshCardsReceiver,true,com.amazon.firecard.permission.CARD_PRODUCER,,,,,"com.amazon.firecard.action.REFRESH_CARDS,android.intent.action.LOCALE_CHANGED",False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.firelauncher.cardproducer.LauncherProducerService.AccountChangeReceiver,true,com.amazon.dcp.sso.permission.account.changed,,,,,"com.amazon.identity.auth.account.added.on.device,com.amazon.identity.auth.account.removed.on.device",False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.firelauncher.cardproducer.LauncherProducerService.ChannelVisibilityChangeReceiver,true,com.amazon.firecard.permission.BROADCAST_CHANNEL_VISIBILITY,,,,,com.amazon.firelauncher.action.FOR_YOU_CHANNEL_VISIBLE,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.firelauncher.cardproducer.LauncherProducerService.GlobalSyncReceiver,true,com.amazon.permission.GLOBAL_SYNC,,,,,com.amazon.intent.SYNC,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,service,com.amazon.firecard.deviceclient.CloudCardEventService,,android.permission.BIND_JOB_SERVICE,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,service,com.amazon.firecard.deviceclient.BroadcastService,,android.permission.BIND_JOB_SERVICE,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,service,com.amazon.firecard.deviceclient.csf.DeviceClientSyncService,true,,,,,,"android.content.SyncAdapter,com.amazon.sync.SyncProvider",False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,provider,com.amazon.firecard.deviceclient.csf.DeviceClientContentProviderStub,false,,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,service,com.amazon.firecard.deviceclient.clients.JobAdmMessageHandler,false,android.permission.BIND_JOB_SERVICE,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,service,com.amazon.firecard.deviceclient.clients.ServiceAdmMessageHandler,false,,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,service,com.amazon.firecard.deviceclient.InitializationJobService,true,android.permission.BIND_JOB_SERVICE,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,service,com.amazon.firecard.deviceclient.jobs.PeriodicSyncJob,false,android.permission.BIND_JOB_SERVICE,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,service,com.amazon.firecard.deviceclient.jobs.NetworkRetryJobService,true,android.permission.BIND_JOB_SERVICE,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.firecard.deviceclient.clients.MultiplexingMessageReceiver,,com.amazon.device.messaging.permission.SEND,,,,,"com.amazon.device.messaging.intent.REGISTRATION,com.amazon.device.messaging.intent.RECEIVE",False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.firecard.deviceclient.CloudCardEventService.RefreshCardsReceiver,true,com.amazon.firecard.permission.CARD_PRODUCER,,,,,com.amazon.firecard.action.REFRESH_CARDS,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,service,com.amazon.fireappscardproducer.service.SystemNotificationProducerService,false,android.permission.BIND_JOB_SERVICE,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,service,com.amazon.fireappscardproducer.service.LauncherNotificationProducerService,false,android.permission.BIND_JOB_SERVICE,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,service,com.amazon.fireappscardproducer.service.CardActionService,false,android.permission.BIND_JOB_SERVICE,,,,,,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.fireappscardproducer.service.LauncherNotificationProducerService.RefreshCardsReceiver,true,com.amazon.firecard.permission.PRODUCER_CALLBACK_ACCESS,,,,,com.amazon.firecard.action.REFRESH_CARDS,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.fireappscardproducer.service.LauncherNotificationProducerService.PackageChangeReceiver,false,com.amazon.firelauncher.permission.PACKAGE_CHANGED,,,,,"com.amazon.firelauncher.appmanager.APPS_ADDED,com.amazon.firelauncher.appmanager.APPS_REMOVED,com.amazon.firelauncher.appmanager.APPS_UPDATED,com.amazon.firelauncher.APP_RECENCY_REBUILD",False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.fireappscardproducer.service.SystemNotificationProducerService.RegistrationChangeReceiver,true,com.amazon.dcp.sso.permission.account.changed,,,,,"com.amazon.dcp.sso.action.account.added,com.amazon.dcp.sso.action.account.removed",False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.fireappscardproducer.service.SystemNotificationProducerService.LocaleChangeReceiver,true,,,,,,android.intent.action.LOCALE_CHANGED,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.fireappscardproducer.service.SystemNotificationProducerService.PackageRecencyReceiver,true,,,,,,com.amazon.action.PACKAGE_RECENCY_NOTIFICATION,False
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.fireappscardproducer.service.CardActionService.RemoveFromHomeReceiverOld,false,,,,,,com.amazon.cmsfirecardproducer.REMOVE_FROM_HOME,True
decompiled/jadx/firelauncher/resources/AndroidManifest.xml,decompiled/jadx/firelauncher/resources/AndroidManifest.xml,com.amazon.firelauncher,receiver,com.amazon.fireappscardproducer.service.CardActionService.RemoveFromDeviceReceiverOld,false,,,,,,com.amazon.cmsfirecardproducer.REMOVE_FROM_DEVICE,False
