label	status	started_utc	finished_utc	command	stdout	stderr
getprop_ro_build_version_sdk	0	2026-08-03T07:07:38Z	2026-08-03T07:07:38Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.build.version.sdk'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/ro_build_version_sdk.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/ro_build_version_sdk.stderr.txt
getprop_ro_build_version_incremental	0	2026-08-03T07:07:38Z	2026-08-03T07:07:38Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.build.version.incremental'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/ro_build_version_incremental.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/ro_build_version_incremental.stderr.txt
getprop_ro_build_version_security_patch	0	2026-08-03T07:07:38Z	2026-08-03T07:07:38Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.build.version.security_patch'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/ro_build_version_security_patch.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/ro_build_version_security_patch.stderr.txt
getprop_ro_build_fingerprint	0	2026-08-03T07:07:38Z	2026-08-03T07:07:38Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.build.fingerprint'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/ro_build_fingerprint.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/ro_build_fingerprint.stderr.txt
getprop_ro_build_type	0	2026-08-03T07:07:38Z	2026-08-03T07:07:38Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.build.type'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/ro_build_type.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/ro_build_type.stderr.txt
getprop_ro_build_tags	0	2026-08-03T07:07:38Z	2026-08-03T07:07:38Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.build.tags'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/ro_build_tags.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/ro_build_tags.stderr.txt
getprop_ro_debuggable	0	2026-08-03T07:07:38Z	2026-08-03T07:07:38Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.debuggable'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/ro_debuggable.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/ro_debuggable.stderr.txt
getprop_ro_secure	0	2026-08-03T07:07:38Z	2026-08-03T07:07:38Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.secure'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/ro_secure.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/ro_secure.stderr.txt
getprop_ro_adb_secure	0	2026-08-03T07:07:38Z	2026-08-03T07:07:38Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.adb.secure'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/ro_adb_secure.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/ro_adb_secure.stderr.txt
getprop_ro_boot_verifiedbootstate	0	2026-08-03T07:07:38Z	2026-08-03T07:07:38Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.boot.verifiedbootstate'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/ro_boot_verifiedbootstate.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/ro_boot_verifiedbootstate.stderr.txt
getprop_ro_boot_flash_locked	0	2026-08-03T07:07:38Z	2026-08-03T07:07:38Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.boot.flash.locked'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/ro_boot_flash_locked.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/ro_boot_flash_locked.stderr.txt
getprop_ro_boot_vbmeta_device_state	0	2026-08-03T07:07:38Z	2026-08-03T07:07:38Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.boot.vbmeta.device_state'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/ro_boot_vbmeta_device_state.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/ro_boot_vbmeta_device_state.stderr.txt
getprop_ro_build_mktg_fireos	0	2026-08-03T07:07:38Z	2026-08-03T07:07:39Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.build.mktg.fireos'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/ro_build_mktg_fireos.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/ro_build_mktg_fireos.stderr.txt
getprop_ro_build_version_fireos	0	2026-08-03T07:07:39Z	2026-08-03T07:07:39Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.build.version.fireos'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/ro_build_version_fireos.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/ro_build_version_fireos.stderr.txt
getprop_BOOTCLASSPATH	0	2026-08-03T07:07:39Z	2026-08-03T07:07:39Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'BOOTCLASSPATH'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/BOOTCLASSPATH.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/BOOTCLASSPATH.stderr.txt
getprop_SYSTEMSERVERCLASSPATH	0	2026-08-03T07:07:39Z	2026-08-03T07:07:39Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'SYSTEMSERVERCLASSPATH'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/SYSTEMSERVERCLASSPATH.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/SYSTEMSERVERCLASSPATH.stderr.txt
getprop_DEX2OATBOOTCLASSPATH	0	2026-08-03T07:07:39Z	2026-08-03T07:07:39Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'DEX2OATBOOTCLASSPATH'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/DEX2OATBOOTCLASSPATH.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/properties/DEX2OATBOOTCLASSPATH.stderr.txt
package_list	0	2026-08-03T07:07:39Z	2026-08-03T07:07:39Z	adb -s 'G001LT0511550CFT' 'shell' 'pm' 'list' 'packages' '-f'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/package_list.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/package_list.stderr.txt
system_packages	0	2026-08-03T07:07:39Z	2026-08-03T07:07:39Z	adb -s 'G001LT0511550CFT' 'shell' 'pm' 'list' 'packages' '-s'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/system_packages.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/system_packages.stderr.txt
user_packages	0	2026-08-03T07:07:39Z	2026-08-03T07:07:39Z	adb -s 'G001LT0511550CFT' 'shell' 'pm' 'list' 'packages' '-3'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/user_packages.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/user_packages.stderr.txt
disabled_packages	0	2026-08-03T07:07:39Z	2026-08-03T07:07:39Z	adb -s 'G001LT0511550CFT' 'shell' 'pm' 'list' 'packages' '-d'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/disabled_packages.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/disabled_packages.stderr.txt
enabled_packages	0	2026-08-03T07:07:39Z	2026-08-03T07:07:39Z	adb -s 'G001LT0511550CFT' 'shell' 'pm' 'list' 'packages' '-e'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/enabled_packages.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/enabled_packages.stderr.txt
package_users	0	2026-08-03T07:07:39Z	2026-08-03T07:07:39Z	adb -s 'G001LT0511550CFT' 'shell' 'pm' 'list' 'users'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/package_users.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/package_users.stderr.txt
pm_help	255	2026-08-03T07:07:39Z	2026-08-03T07:07:39Z	adb -s 'G001LT0511550CFT' 'shell' 'pm' 'help'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/pm_help.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/pm_help.stderr.txt
cmd_package_help	255	2026-08-03T07:07:39Z	2026-08-03T07:07:39Z	adb -s 'G001LT0511550CFT' 'shell' 'cmd' 'package' 'help'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/cmd_package_help.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/cmd_package_help.stderr.txt
pm_path_com.amazon.firelauncher	0	2026-08-03T07:07:39Z	2026-08-03T07:07:39Z	adb -s 'G001LT0511550CFT' 'shell' 'pm' 'path' 'com.amazon.firelauncher'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/pm_path_com.amazon.firelauncher.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/pm_path_com.amazon.firelauncher.stderr.txt
package_dump_com.amazon.firelauncher	0	2026-08-03T07:07:39Z	2026-08-03T07:07:39Z	adb -s 'G001LT0511550CFT' 'shell' 'dumpsys' 'package' 'com.amazon.firelauncher'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/package_dump_com.amazon.firelauncher.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/package_dump_com.amazon.firelauncher.stderr.txt
pm_path_com.android.systemui	0	2026-08-03T07:07:39Z	2026-08-03T07:07:40Z	adb -s 'G001LT0511550CFT' 'shell' 'pm' 'path' 'com.android.systemui'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/pm_path_com.android.systemui.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/pm_path_com.android.systemui.stderr.txt
package_dump_com.android.systemui	0	2026-08-03T07:07:40Z	2026-08-03T07:07:40Z	adb -s 'G001LT0511550CFT' 'shell' 'dumpsys' 'package' 'com.android.systemui'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/package_dump_com.android.systemui.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/package_dump_com.android.systemui.stderr.txt
pm_path_com.android.settings	0	2026-08-03T07:07:40Z	2026-08-03T07:07:40Z	adb -s 'G001LT0511550CFT' 'shell' 'pm' 'path' 'com.android.settings'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/pm_path_com.android.settings.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/pm_path_com.android.settings.stderr.txt
package_dump_com.android.settings	0	2026-08-03T07:07:40Z	2026-08-03T07:07:40Z	adb -s 'G001LT0511550CFT' 'shell' 'dumpsys' 'package' 'com.android.settings'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/package_dump_com.android.settings.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/package_dump_com.android.settings.stderr.txt
pm_path_com.android.providers.settings	0	2026-08-03T07:07:40Z	2026-08-03T07:07:40Z	adb -s 'G001LT0511550CFT' 'shell' 'pm' 'path' 'com.android.providers.settings'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/pm_path_com.android.providers.settings.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/pm_path_com.android.providers.settings.stderr.txt
package_dump_com.android.providers.settings	0	2026-08-03T07:07:40Z	2026-08-03T07:07:40Z	adb -s 'G001LT0511550CFT' 'shell' 'dumpsys' 'package' 'com.android.providers.settings'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/package_dump_com.android.providers.settings.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/package_dump_com.android.providers.settings.stderr.txt
pm_path_com.amazon.settings	0	2026-08-03T07:07:40Z	2026-08-03T07:07:40Z	adb -s 'G001LT0511550CFT' 'shell' 'pm' 'path' 'com.amazon.settings'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/pm_path_com.amazon.settings.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/pm_path_com.amazon.settings.stderr.txt
package_dump_com.amazon.settings	0	2026-08-03T07:07:40Z	2026-08-03T07:07:40Z	adb -s 'G001LT0511550CFT' 'shell' 'dumpsys' 'package' 'com.amazon.settings'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/package_dump_com.amazon.settings.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/package_dump_com.amazon.settings.stderr.txt
pm_path_com.amazon.parentalcontrols	0	2026-08-03T07:07:40Z	2026-08-03T07:07:40Z	adb -s 'G001LT0511550CFT' 'shell' 'pm' 'path' 'com.amazon.parentalcontrols'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/pm_path_com.amazon.parentalcontrols.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/pm_path_com.amazon.parentalcontrols.stderr.txt
package_dump_com.amazon.parentalcontrols	0	2026-08-03T07:07:40Z	2026-08-03T07:07:40Z	adb -s 'G001LT0511550CFT' 'shell' 'dumpsys' 'package' 'com.amazon.parentalcontrols'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/package_dump_com.amazon.parentalcontrols.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/package_dump_com.amazon.parentalcontrols.stderr.txt
pm_path_com.amazon.device.messaging	0	2026-08-03T07:07:40Z	2026-08-03T07:07:40Z	adb -s 'G001LT0511550CFT' 'shell' 'pm' 'path' 'com.amazon.device.messaging'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/pm_path_com.amazon.device.messaging.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/pm_path_com.amazon.device.messaging.stderr.txt
package_dump_com.amazon.device.messaging	0	2026-08-03T07:07:40Z	2026-08-03T07:07:40Z	adb -s 'G001LT0511550CFT' 'shell' 'dumpsys' 'package' 'com.amazon.device.messaging'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/package_dump_com.amazon.device.messaging.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/package_dump_com.amazon.device.messaging.stderr.txt
pm_path_com.amazon.device.software.ota	0	2026-08-03T07:07:41Z	2026-08-03T07:07:41Z	adb -s 'G001LT0511550CFT' 'shell' 'pm' 'path' 'com.amazon.device.software.ota'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/pm_path_com.amazon.device.software.ota.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/pm_path_com.amazon.device.software.ota.stderr.txt
package_dump_com.amazon.device.software.ota	0	2026-08-03T07:07:41Z	2026-08-03T07:07:41Z	adb -s 'G001LT0511550CFT' 'shell' 'dumpsys' 'package' 'com.amazon.device.software.ota'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/package_dump_com.amazon.device.software.ota.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/package_dump_com.amazon.device.software.ota.stderr.txt
package_dump_full	0	2026-08-03T07:07:41Z	2026-08-03T07:07:41Z	adb -s 'G001LT0511550CFT' 'shell' 'dumpsys' 'package'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/dumpsys_package_full.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/dumpsys_package_full.stderr.txt
preferred_activities	0	2026-08-03T07:07:41Z	2026-08-03T07:07:42Z	adb -s 'G001LT0511550CFT' 'shell' 'dumpsys' 'package' 'preferred-activities'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/preferred_activities.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/preferred_activities.stderr.txt
preferred_xml	0	2026-08-03T07:07:42Z	2026-08-03T07:07:42Z	adb -s 'G001LT0511550CFT' 'shell' 'dumpsys' 'package' 'preferred-xml'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/preferred_xml.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/preferred_xml.stderr.txt
