apk,sha256
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase3b-settings-provider/com.android.providers.settings__0_SettingsProvider.apk,bc97aa63af6ec1f036f5ceff8df7deb3f6af0aaf7d205cb0ea0744b6a902f2ed
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase3b-systemui/com.android.systemui__0_TabletSystemUI.apk,9c75f1657c9e52b9f66287c1ff92a2dfc50a135d86de149cdb4ae2bb127cc4ee
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6ac/android-amazon-perm-device-20260805-01/android.amazon.perm.apk,5b72bdfcfb91b28d2c751e548f60d406de5c3cbb235e47e232014abdebcdc058
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6it-device-sync-20260807-01/system/priv-app/com.amazon.device.sync/com.amazon.device.sync.apk,743649811a74b5943d7a815b5301153dfeb5f6220b7948e7909824ed243875aa
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6it-missing-priv-apps-20260807-01/system/priv-app/AmazonPlatform-release/AmazonPlatform-release.apk,976aa331adacb3bd0c3aba3c669f53cc67fc7343f32428df4817dc33ff2c7faa
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6it-missing-priv-apps-20260807-01/system/priv-app/com.amazon.dcpms.fos.service/com.amazon.dcpms.fos.service.apk,15ca17549bc377360d9213eb95b5e0468d1352839386e1d968bcb25282218997
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6it-missing-priv-apps-20260807-01/system/priv-app/com.amazon.device.backup/com.amazon.device.backup.apk,a883f5ddf47aac299901ad7a8037e058af6eef8ddce79b6434492f7507d54585
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6it-missing-priv-apps-20260807-01/system/priv-app/com.amazon.kindle.rdmdeviceadmin/com.amazon.kindle.rdmdeviceadmin.apk,dfe5cb1d673e524c305c79a789c9ebbfa47eb2e9f95875780c17a6858a4247a5
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6it-missing-system-apps-20260807-01-files/system/priv-app/FireOsMiddlewareDebugApp/FireOsMiddlewareDebugApp.apk,263ea61be0acd0005cf53f887f3b8a199fdfd189d4b50f25adb4bdacc53fff35
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6it-missing-system-apps-20260807-01-files/system/priv-app/FireRecessProxy/FireRecessProxy.apk,d487465269cd34be0ff1f361efd4ef5c39211e010e23ae3db5bfae1425892815
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6it-missing-system-apps-20260807-01-files/system/priv-app/com.amazon.fireinputdevices/com.amazon.fireinputdevices.apk,5d77379399c28456b2d4b1035b9e2630fa68ac8700a035b6ca2ebedb52337b4c
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6it-missing-system-apps-20260807-01-files/system/priv-app/com.amazon.firespotlight/com.amazon.firespotlight.apk,e4d4b0e893262def562d0622ecda5ccabbb87c93228c8db8f4bbeffdd5d4c57a
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6it-missing-system-apps-20260807-01-files/system/priv-app/com.amazon.h2clientservice/com.amazon.h2clientservice.apk,b1def31c9b1ba2aa8064d31d18e294a9b60e5a98a06a1ec657ad115a08f1850b
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6j/ota-additional-holders-device-20260805-01/FireApplicationCompatibilityEnforcerSDK.apk,eeaaf086847fdb4d878d9eef108aa95442960dc49efc589ff231b7f5b25530bf
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6j/ota-additional-holders-device-20260805-01/com_amazon_application_compatibility_enforcer.apk,e0f27244b1942ffc8c0deb07c6c11ebfa51b0ea586421c030129ebba284538fc
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6j/ota-additional-holders-device-20260805-01/com_amazon_diode.apk,1bd9788b1aaae81c600991f3a88db0fa971d5a4265dc1e0cd4206b3ba2f8ca70
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6j/ota-additional-holders-device-20260805-01/com_amazon_kor_demo.apk,975cad513f5830c35310577170da3f3c08f5514826c8e9e16b11ca3abf6b5542
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6j/ota-additional-holders-device-20260805-01/com_amazon_tahoe.apk,49934edcaae1f678441b9651164a484523d1e496f659c61651310f9bde8a6581
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6j/ota-alexa-system-ota-device-20260805-01/com.amazon.alexa.multimodal.gemini.apk,3824f5f6a8ef2e6c8cb30dceaf3ea145c9757760c9f24731dcdf40f7e2c4dd20
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6j/ota-apk-ps7331-device-20260805-01/DeviceSoftwareOTA.apk,35b2cd7ab72549277b691e603039a155d26a9a850c753f80c7cda968053c88ce
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6j/ota-contracts-ps7331-device-20260805-01/DeviceSoftwareOTAContracts.apk,815e38eb47f6d9090087f9a399e1d9e5aebd1aefc441d9a82128e4f92f76685c
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6j/ota-controller-holders-static-20260805-01/com_amazon_dcp.apk,263ea61be0acd0005cf53f887f3b8a199fdfd189d4b50f25adb4bdacc53fff35
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6j/ota-controller-holders-static-20260805-01/com_amazon_kindle_otter_oobe_forced_ota.apk,63cc2b0fd1543f688851b1f5621f6636201e3d81398644eaea3d794cda57360b
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6j/ota-controller-holders-static-20260805-01/com_amazon_ssmsys.apk,58425c0112cf6820875d94d6bc859482a7f3ba5bc61dac18e974e4b023c18a70
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6j/ota-oobe-ps7331-device-20260805-01/com.amazon.kindle.otter.oobe.apk,6f8cfbeadbb777c98384ae976f875f11fdaf605dd10741674d772d7c43fe4d83
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/firmware/extracted/PS7331/selected/system/framework/framework-res.apk,7a405abe0f721719cb5d8a280ac551f86880a70227d923e04dd922109ce8a35e
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/firmware/extracted/PS7331/selected/system/priv-app/SettingsProvider/SettingsProvider.apk,71022834bbea12ebba134988decc682dd1d70ce57cdedc95ad92eadd1b67800a
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/firmware/extracted/PS7331/selected/system/priv-app/TabletSettings/TabletSettings.apk,26aefbf94b32de342f568eff4ec46e97212e3cbb2cc2c44b2558058076bf0c3e
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/firmware/extracted/PS7331/selected/system/priv-app/TabletSystemUI/TabletSystemUI.apk,2c4f9940d9d7e57192300771ce856a9fde68a877a666191553992d9959dc3b0d
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/firmware/extracted/PS7331/selected/system/priv-app/com.amazon.firelauncher/com.amazon.firelauncher.apk,ee8201f5499b9d01d2f6fe1685a3e756d7429990c68e6b490b2f38466d09b8d3
