phase,record_id,surface,source_path,source_sha256,entry_or_node,caller_or_identity,gate_or_policy,sink_or_effect,low_privilege_reachability,classification,confidence,unknowns,safety_disposition
6SF,SF-011,amazon.permission.ADD_RM_PKG_METADATA,decompiled/baksmali/vdexExtractor/fosservices/disassembly.log,ecbe62fe8eb8bd575da8b2a73a155875df937073ccc2faa020ca592c0515151c,service permission,holder_or_grant=NA; caller=IAmazonPackageManager BinderService,service_permission=no service permission observed in publication call; observed=service is published as BinderService under getSystemServiceName; no service-level permission argument observed,published system-server Binder service,requested=NA; granted=NA,NOT_OBSERVED,Medium-High,Method-level check is observed; service-level manifest permission is not established by this publication slice.,"HOST_ONLY; no ADB, Binder, package-state, driver, OTA or recovery mutation"
6SF,SF-012,ADD_RM metadata methods,artifacts/phase6mc-caller-provenance-20260810-01/caller-provenance.csv,fbb4f21dad1c3948bb3748fe7bcf652b6b136a6fb07e62cb4e7d7e6d51e1b11d,production caller,holder_or_grant=not established; caller=IAmazonPackageManager facade/Binder,service_permission=NA; observed=inventory records facade/service paths but does not prove an upstream production caller,UNKNOWN,requested=NA; granted=NA,BOUNDED_NOT_FOUND,Medium,Do not convert generated Proxy/Stub or facade callsites into actual production caller identity.,"HOST_ONLY; no ADB, Binder, package-state, driver, OTA or recovery mutation"
6SF,SF-013,amazon.permission.ADD_RM_PKG_METADATA,artifacts/phase6bk/protected-broadcast-union-20260810-02/manifests/018_android.amazon.perm.xmltree.txt,89e141fbf220b18a8fe4ca2a959119a3ea0915e158dd514677a5285951daefed,requested permission,holder_or_grant=not established; caller=NA,service_permission=NA; observed=no uses-permission entry for this exact name in the saved permission-owner XML,NA,requested=NOT_FOUND; granted=NA,BOUNDED_NOT_FOUND,Medium,"This file is a declaration owner, not a complete package-request census.","HOST_ONLY; no ADB, Binder, package-state, driver, OTA or recovery mutation"
6SF,SF-014,amazon.permission.ADD_RM_PKG_METADATA,artifacts/phase6mc-permission-holder-audit-20260810-05/summary.json,f507f30499f778c94b3b52f5835cdd5ce365039ffdb88c02180509661f840103,granted permission,holder_or_grant=unknown; caller=NA,service_permission=NA; observed=summary has no exact custom grant row and does not claim complete custom-permission coverage,NA,requested=NA; granted=NOT_ESTABLISHED,BOUNDED_NOT_FOUND,Medium,Unknown is intentional; not equivalent to runtime denial or nonexistence.,"HOST_ONLY; no ADB, Binder, package-state, driver, OTA or recovery mutation"
6SF,SF-015,com.amazon.permission.RECEIVE_HOME_LONGPRESSED_ACTION,artifacts/phase6bk/protected-broadcast-union-20260810-02/manifests/018_android.amazon.perm.xmltree.txt,89e141fbf220b18a8fe4ca2a959119a3ea0915e158dd514677a5285951daefed,HOME-related declaration,holder_or_grant=holder/grant not joined; caller=NA,service_permission=NA; observed=declared with raw protectionLevel=0x80000002,NA,requested=NA; granted=NA,CONFIRMED,High,HOME event receiver permission; not a HOME selector writer.,"HOST_ONLY; no ADB, Binder, package-state, driver, OTA or recovery mutation"
6SF,SF-016,com.amazon.permission.RECEIVE_CUSTOM_HOME,artifacts/phase6bk/protected-broadcast-union-20260810-02/manifests/018_android.amazon.perm.xmltree.txt,89e141fbf220b18a8fe4ca2a959119a3ea0915e158dd514677a5285951daefed,HOME-related declaration,holder_or_grant=holder/grant not joined; caller=NA,service_permission=NA; observed=declared with raw protectionLevel=0x80000002,NA,requested=NA; granted=NA,CONFIRMED,High,HOME-related permission; declaration alone does not establish preferred HOME mutation.,"HOST_ONLY; no ADB, Binder, package-state, driver, OTA or recovery mutation"
6SF,SF-017,amazon.intent.permission.HOME_PRESSED,artifacts/phase6bk/protected-broadcast-union-20260810-02/manifests/018_android.amazon.perm.xmltree.txt,89e141fbf220b18a8fe4ca2a959119a3ea0915e158dd514677a5285951daefed,HOME-related declaration,holder_or_grant=holder/grant not joined; caller=NA,service_permission=NA; observed=permission declared for HOME_PRESSED/HOME_DOUBLE_PRESSED receiver broadcasts; raw protectionLevel=0x12,HOME broadcast only; protected broadcast permission context,requested=NA; granted=NA,CONFIRMED,High,Broadcast reception is distinct from preferred-activity/HOME setter access.,"HOST_ONLY; no ADB, Binder, package-state, driver, OTA or recovery mutation"
6SF,SF-018,com.amazon.permission.RECEIVE_HOME_LAUNCH_REASON,artifacts/phase6bk/protected-broadcast-union-20260810-02/manifests/018_android.amazon.perm.xmltree.txt,89e141fbf220b18a8fe4ca2a959119a3ea0915e158dd514677a5285951daefed,HOME-related declaration,holder_or_grant=holder/grant not joined; caller=NA,service_permission=NA; observed=declared with raw protectionLevel=0x80000002,NA,requested=NA; granted=NA,CONFIRMED,High,"Related HOME launch-reason permission, separate from ADD_RM metadata.","HOST_ONLY; no ADB, Binder, package-state, driver, OTA or recovery mutation"
6SF,SF-019,HOME/package-state consumer gap,decompiled/baksmali/vdexExtractor/boot-fosframework/disassembly.log,fc101d798368bf91fae1ee553e44964d52bb9e2287652de8c92b43964600ad71,negative linkage,holder_or_grant=NA; caller=NA,service_permission=NA; observed=preferred and enabled-state APIs exist as separate delegate methods; no ADD_RM-to-these edge in inspected facade slice,preferred/activity and enabled-state APIs; separate PackageManager delegate methods,requested=NA; granted=NA,BOUNDED_NOT_FOUND,Medium-High,Not found in bounded linkage review; not proof the full image has no edge.,"HOST_ONLY; no ADB, Binder, package-state, driver, OTA or recovery mutation"
6SF,SF-020,AmazonApplicationFlags persistence,decompiled/baksmali/vdexExtractor/fosservices/disassembly.log,ecbe62fe8eb8bd575da8b2a73a155875df937073ccc2faa020ca592c0515151c,first sink,holder_or_grant=NA; caller=BinderService delegates here,service_permission=NA; observed=metadata/flags update locked maps and writeToFile," ""AmazonApplicationFlags XML persistence""",requested=NA; granted=NA,CONFIRMED,High,Confirmed metadata persistence; no HOME meaning inferred.,"HOST_ONLY; no ADB, Binder, package-state, driver, OTA or recovery mutation"
6SG,6SG-001,/dev/mtk_cmdq,Phase6SC/6QE/6RZ; phase6ft cmdq dataflow,NOT_RECORDED_IN_WORKER_ROW,/dev/mtk_cmdq,No exact native binary/function open+CMDQ ioctl callsite in bounded inventory,vendor_file_contexts:326 mtk_cmdq_device; vendor_sepolicy.cil allows appdomain/graphics/media/surfaceflinger/mediaserver,CMDQ/MDP hardware/display/DMA candidate; no framework sink shown,exact source→config→policy→native-client join not closed,UNKNOWN,HIGH source/policy; LOW client,cmdq_driver.c + mdp_ioctl_ex.c; CONFIG_MTK_CMDQ=y; CONFIG_MTK_CMDQ_TAB=y; shipped_owner_mode=init.mt8183.rc:302-303; system:system 0644,"HOST_ONLY; no node open, ioctl, proc write, Binder or diagnostic operation"
6SG,6SG-002,/dev/ion,Phase6SC; phase6NP; Phase6RZ bounded 307 APK/JAR scan,NOT_RECORDED_IN_WORKER_ROW,/dev/ion,No exact native open+ION ioctl caller; symbols alone insufficient,vendor_file_contexts:198 ion_device; plat/vendor CIL allows multiple media/graphics/app domains,Buffer/DMA management candidate; no package/HOME sink,exact source→config→policy→native-client join not closed,UNKNOWN,HIGH source/policy; LOW mode/client,ion.c + ion/mtk/ion_drv.c; CONFIG_ION=y; shipped_owner_mode=Prior metadata system:graphics 0666; no exact shipped init/ueventd rule preserved,"HOST_ONLY; no node open, ioctl, proc write, Binder or diagnostic operation"
6SG,6SG-003,/dev/gsensor,Phase6SC/6QE/6QF; init.sensor_1_0.rc,NOT_RECORDED_IN_WORKER_ROW,/dev/gsensor,"Sensors HAL/service presence, but exact gsensor open+GSENSOR_IOCTL callsite not found",vendor_file_contexts:304 gsensor_device; CIL allows radio/meta_tst/nvram domains,Calibration/device state only; no package sink,exact source→config→policy→native-client join not closed,UNKNOWN,HIGH owner/mode/label; LOW client,"accel_factory.c; sensor driver path present; shipped_owner_mode=init.sensor_1_0.rc:8,31; radio:system 0660","HOST_ONLY; no node open, ioctl, proc write, Binder or diagnostic operation"
6SG,6SG-004,/proc/perfmgr/perf_ioctl,Phase6SC/6QE/6RZ; init power/perfmgr adjacent rules,NOT_RECORDED_IN_WORKER_ROW,/proc/perfmgr/perf_ioctl,No exact native proc open/write/ioctl caller,vendor_sepolicy.cil:38 proc_perfmgr genfscon; allows listed for appdomain/system/media/power/graphics,FPSGO/fbc/touch-boost scheduling/resource candidate,exact source→config→policy→native-client join not closed,UNKNOWN,MEDIUM source/policy; LOW client,performance/perf_ioctl/perf_ioctl.c; trona touch-boost config; merged config perf events; shipped_owner_mode=Source proc mode 0664; no exact init owner/group rule for this child (adjacent children only),"HOST_ONLY; no node open, ioctl, proc write, Binder or diagnostic operation"
6SG,6SG-005,/proc/m4u,Phase6SC/6QE/6RZ; init.mt8183.rc,NOT_RECORDED_IN_WORKER_ROW,/proc/m4u,No exact native proc/m4u caller,M4U_device_device type and mediacodec allow; exact proc label join not closed,DMA/IOMMU mapping and power candidate,exact source→config→policy→native-client join not closed,UNKNOWN,MEDIUM source/owner; LOW label/client,m4u.c active proc registration mode 0; /dev/M4U_device branch inactive; shipped_owner_mode=init.mt8183.rc:295-296; system:media 0440,"HOST_ONLY; no node open, ioctl, proc write, Binder or diagnostic operation"
6SG,6SG-006,"RPMB (/dev/rpmb0,/dev/emmcrpmb0/block RPMB)",Phase6SC/6QE/6RZ; rpmb_svc.rc,NOT_RECORDED_IN_WORKER_ROW,"RPMB (/dev/rpmb0,/dev/emmcrpmb0/block RPMB)",rpmb_svc binary/service exists; no exact service-to-node open/ioctl callsite,"vendor_file_contexts:430,627,650; CIL teei_rpmb_device/rpmb_block_device allows TEE",Authenticated persistent-storage candidate; no observed mutation,exact source→config→policy→native-client join not closed,UNKNOWN,MEDIUM source/label; LOW owner/client,rpmb-mtk.c; CONFIG_RPMB=y; CONFIG_RPMB_INTF_DEV is not set; shipped_owner_mode=No exact shipped owner/mode preserved; rpmb_svc.rc only starts service,"HOST_ONLY; no node open, ioctl, proc write, Binder or diagnostic operation"
6SG,6SG-007,IDME (/proc/idme; boot1 block),Phase6SC/6QE/6RZ; fireos.hardware.idme@1.1-service.rc,NOT_RECORDED_IN_WORKER_ROW,IDME (/proc/idme; boot1 block),HAL binary/context exists; exact proc read or HAL-to-block native callsite not closed,vendor_file_contexts:687 idme_block_device; CIL allows amzn_hal_idme_default/idme,Read/confidentiality metadata; direct userspace write source-bounded negative,exact source→config→policy→native-client join not closed,UNKNOWN,HIGH source; MEDIUM policy; LOW client,amzn_idme.c; source strips write bits/restricts ownership; IDME config/path evidence; shipped_owner_mode=Proc source restricted; boot1 block owner/mode not preserved; HAL init system:system,"HOST_ONLY; no node open, ioctl, proc write, Binder or diagnostic operation"
6SG,6SG-008,"/proc/amzn_drvs/{sign_of_life,idme,logger}",Phase6SC/6QE/6RZ; phase6MZ,NOT_RECORDED_IN_WORKER_ROW,"/proc/amzn_drvs/{sign_of_life,idme,logger}",No client; driver-test feature not config-selected,No exact file-context/genfscon/allow join,Conditional lifecycle/RTC/factory diagnostic candidate,exact source→config→policy→native-client join not closed,UNKNOWN,HIGH negative config; LOW shipped/client,amzn_drv_test.c owner-write dispatcher; trona config has CONFIG_AMZN_DRV_TEST unset; shipped_owner_mode=No shipped node/owner/mode proof,"HOST_ONLY; no node open, ioctl, proc write, Binder or diagnostic operation"
6SG,6SG-009,"/dev/metrics,/dev/vitals",Phase6SC/6RZ,NOT_RECORDED_IN_WORKER_ROW,"/dev/metrics,/dev/vitals",No exact native reader,Exact labels/allow not preserved,Read-only telemetry candidate,exact source→config→policy→native-client join not closed,UNKNOWN,HIGH source; LOW policy/client,amzn_logger.c read/poll surface; shipped_owner_mode=Exact shipped owner/mode not preserved,"HOST_ONLY; no node open, ioctl, proc write, Binder or diagnostic operation"
6SG,6SG-010,/proc/life_cycle_reason,Phase6SC/6RZ,NOT_RECORDED_IN_WORKER_ROW,/proc/life_cycle_reason,No userspace write caller; kernel setters are not proc clients,Exact proc genfscon/allow not separately preserved,Read-only lifecycle telemetry,exact source→config→policy→native-client join not closed,UNKNOWN,HIGH source negative; LOW client,amzn_sign_of_life.c read-only proc; source mode 0444; shipped_owner_mode=Source mode only; no exact init rule preserved,"HOST_ONLY; no node open, ioctl, proc write, Binder or diagnostic operation"
6SG,6SG-011,Diagnostic Trouble Code HAL,Phase6SC/6RZ; saved policy extraction,NOT_RECORDED_IN_WORKER_ROW,Diagnostic Trouble Code HAL,No exact target-node open/ioctl caller; HIDL service is outside node join,vendor_file_contexts:174; vendor CIL diagnostic domain/HW service rules,Diagnostic service only; no driver/package sink shown,exact source→config→policy→native-client join not closed,UNKNOWN,HIGH service/policy; N/A node,vendor diagnostictroublecode service/init and policy domain present; shipped_owner_mode=init rc service; node mode not applicable,"HOST_ONLY; no node open, ioctl, proc write, Binder or diagnostic operation"
6SH,6SH-001,recovery verifier caller,artifacts/phase6j/phase6j-ota-apk-jadx-ps7331-20260805-01/sources/com/amazon/dcp/ota/SideloadVerifier.java:37-48; com/amazon/android/os/RecoverySystemWrapper.java:21-22,NOT_RECORDED_IN_WORKER_ROW,SideloadVerifier.verifySideloadPackage -> RecoverySystemWrapper.verifyPackage -> android.os.RecoverySystem.verifyPackage,SideloadVerifier.verifySideloadPackage -> RecoverySystemWrapper.verifyPackage -> android.os.RecoverySystem.verifyPackage,CONFIRMED,SideloadVerifier.verifySideloadPackage -> RecoverySystemWrapper.verifyPackage -> android.os.RecoverySystem.verifyPackage,see source boundary,CONFIRMED,high,platform verifier implementation/native recovery caller UNKNOWN,"HOST_ONLY; no OTA, recovery, updater, reboot or partition write"
6SH,6SH-002,UpdateSystem.install handoff,SideloadInstaller.java:65-84; SideloadMover.java:31-44; UpdateSystemWrapper.java:33-44,NOT_RECORDED_IN_WORKER_ROW,SideloadInstaller.installSideload -> verifySideloadWithoutRecoveryCheck -> SideloadMover.maybeMoveSideloadFile -> UpdateSystemWrapper.install -> UpdateSystem.install,SideloadInstaller.installSideload -> verifySideloadWithoutRecoveryCheck -> SideloadMover.maybeMoveSideloadFile -> UpdateSystemWrapper.install -> UpdateSystem.install,CONFIRMED,SideloadInstaller.installSideload -> verifySideloadWithoutRecoveryCheck -> SideloadMover.maybeMoveSideloadFile -> UpdateSystemWrapper.install -> UpdateSystem.install,see source boundary,CONFIRMED,high,no execution,"HOST_ONLY; no OTA, recovery, updater, reboot or partition write"
6SH,6SH-003,staging destination,SideloadMover.java:39-42,NOT_RECORDED_IN_WORKER_ROW,destination is OTA external-data directory + input basename,destination is OTA external-data directory + input basename,OBSERVED,destination is OTA external-data directory + input basename,not established,OBSERVED,high,no canonicalPath/NOFOLLOW marker observed in bounded Java corpus; semantics UNKNOWN,"HOST_ONLY; no OTA, recovery, updater, reboot or partition write"
6SH,6SH-004,staging canonicalization/NOFOLLOW,SideloadMover.java; Phase 6KT/6SD reports,NOT_RECORDED_IN_WORKER_ROW,not observed in bounded Java source; framework/native/recovery staging not recovered,not observed in bounded Java source; framework/native/recovery staging not recovered,UNKNOWN,not observed in bounded Java source; framework/native/recovery staging not recovered,not established,UNKNOWN,bounded,absence is not vulnerability evidence,"HOST_ONLY; no OTA, recovery, updater, reboot or partition write"
6SH,6SH-005,rename/copy semantics,"FileHelper.java:56-149,305-343",NOT_RECORDED_IN_WORKER_ROW,renameTo first; fallback buffered FileInputStream/FileOutputStream copy; source delete; existing destination MD5 comparison,renameTo first; fallback buffered FileInputStream/FileOutputStream copy; source delete; existing destination MD5 comparison,CONFIRMED,renameTo first; fallback buffered FileInputStream/FileOutputStream copy; source delete; existing destination MD5 comparison,see source boundary,CONFIRMED,high,race/atomicity/symlink semantics UNKNOWN,"HOST_ONLY; no OTA, recovery, updater, reboot or partition write"
6SH,6SH-006,protected lifecycle caller,work/luna_worker_phase6sd_ota_20260810.md; Phase 6SD CSV,NOT_RECORDED_IN_WORKER_ROW,AmazonPackageManagerService.onBootPhase(550) + PMS.isUpgrade -> protected BOOT_AFTER_SYSTEM_OTA -> BootAfterSystemOTAReceiver,AmazonPackageManagerService.onBootPhase(550) + PMS.isUpgrade -> protected BOOT_AFTER_SYSTEM_OTA -> BootAfterSystemOTAReceiver,CONFIRMED,AmazonPackageManagerService.onBootPhase(550) + PMS.isUpgrade -> protected BOOT_AFTER_SYSTEM_OTA -> BootAfterSystemOTAReceiver,see source boundary,CONFIRMED,medium,exact delivery user/native post-install caller partly UNKNOWN,"HOST_ONLY; no OTA, recovery, updater, reboot or partition write"
6SH,6SH-007,DeviceSoftwareOTA protection,"artifacts/phase6bk/protected-broadcast-union-20260810-02/manifests/035_DeviceSoftwareOTA.xmltree.txt:12-18,182-189",NOT_RECORDED_IN_WORKER_ROW,com.amazon.dcp.ota.permission.CONTROLLER protectionLevel 0x3; controller receivers declare permission,com.amazon.dcp.ota.permission.CONTROLLER protectionLevel 0x3; controller receivers declare permission,CONFIRMED,com.amazon.dcp.ota.permission.CONTROLLER protectionLevel 0x3; controller receivers declare permission,see source boundary,CONFIRMED,high,signature|privileged,"HOST_ONLY; no OTA, recovery, updater, reboot or partition write"
6SH,6SH-008,native updater capability,artifacts/phase6md-native-updater-path-audit-20260810-01/updater-script-operations.csv; artifacts/phase6mm-updater-blockimage-20260810-01/summary.json; Phase 6KT,NOT_RECORDED_IN_WORKER_ROW,fixed by-name targets; extraction/block-image/write/rename/chown/readlink-family markers and selected edges,fixed by-name targets; extraction/block-image/write/rename/chown/readlink-family markers and selected edges,CONFIRMED,fixed by-name targets; extraction/block-image/write/rename/chown/readlink-family markers and selected edges,see source boundary,CONFIRMED,high,capability only; no runtime,"HOST_ONLY; no OTA, recovery, updater, reboot or partition write"
6SH,6SH-009,shell or ordinary-app route,Phase 6KT/6SD; DeviceSoftwareOTA manifest; Phase 6KU,NOT_RECORDED_IN_WORKER_ROW,no bounded evidence of shell/ordinary-app -> verifier/install -> recovery/update-binary -> writer,no bounded evidence of shell/ordinary-app -> verifier/install -> recovery/update-binary -> writer,NOT_ESTABLISHED,no bounded evidence of shell/ordinary-app -> verifier/install -> recovery/update-binary -> writer,not established,NOT_ESTABLISHED,strong-negative,not universal proof; no malformed OTA/payload test,"HOST_ONLY; no OTA, recovery, updater, reboot or partition write"
6SH,6SH-010,device mutation,scope control,NOT_RECORDED_IN_WORKER_ROW,no updater/recovery/sideload/reboot/partition write/device contact in this phase,no updater/recovery/sideload/reboot/partition write/device contact in this phase,CONFIRMED,no updater/recovery/sideload/reboot/partition write/device contact in this phase,see source boundary,CONFIRMED,high,host-only,"HOST_ONLY; no OTA, recovery, updater, reboot or partition write"
6SH,HASH-001,official update-binary SHA-256,Phase 6KT/6S/6BI audit.json and summary.json,NOT_RECORDED_IN_WORKER_ROW,02643fa987778361742a5ecaa601034b7f20a55df9bacc58ec8bbcdcd8ac896b,02643fa987778361742a5ecaa601034b7f20a55df9bacc58ec8bbcdcd8ac896b,INPUT_HASH,02643fa987778361742a5ecaa601034b7f20a55df9bacc58ec8bbcdcd8ac896b,not established,INPUT_HASH,high,preserved artifact,"HOST_ONLY; no OTA, recovery, updater, reboot or partition write"
6SH,HASH-002,official updater-script SHA-256,Phase 6KT audit.md/audit.json,NOT_RECORDED_IN_WORKER_ROW,4a61d66754187a5b84f173ad7bc50216b00969743ce3193346762613615ac248,4a61d66754187a5b84f173ad7bc50216b00969743ce3193346762613615ac248,INPUT_HASH,4a61d66754187a5b84f173ad7bc50216b00969743ce3193346762613615ac248,not established,INPUT_HASH,high,preserved artifact,"HOST_ONLY; no OTA, recovery, updater, reboot or partition write"
6SH,HASH-003,RecoverySystemWrapper.java SHA-256,Phase 6KT audit.md,NOT_RECORDED_IN_WORKER_ROW,5cea16a23aadebf9c043791fffb80c4e3a78ca629e8f7c64c82a366983790287,5cea16a23aadebf9c043791fffb80c4e3a78ca629e8f7c64c82a366983790287,INPUT_HASH,5cea16a23aadebf9c043791fffb80c4e3a78ca629e8f7c64c82a366983790287,not established,INPUT_HASH,high,preserved JADX input,"HOST_ONLY; no OTA, recovery, updater, reboot or partition write"
6SH,HASH-004,generated report SHA-256,work/luna_worker_phase6sh_recovery_20260810.md,NOT_RECORDED_IN_WORKER_ROW,fba0e4a1c7788043e9e7839ec6b9d60aebdde6c65048691f897fff51e0bb08a1,fba0e4a1c7788043e9e7839ec6b9d60aebdde6c65048691f897fff51e0bb08a1,OUTPUT_HASH,fba0e4a1c7788043e9e7839ec6b9d60aebdde6c65048691f897fff51e0bb08a1,not established,OUTPUT_HASH,high,hash computed before final CSV update,"HOST_ONLY; no OTA, recovery, updater, reboot or partition write"
6SH,HASH-005,generated CSV SHA-256,work/luna_worker_phase6sh_recovery_20260810.csv,NOT_RECORDED_IN_WORKER_ROW,SELF_HASH_REPORTED_IN_HANDOFF,SELF_HASH_REPORTED_IN_HANDOFF,OUTPUT_HASH,SELF_HASH_REPORTED_IN_HANDOFF,not established,OUTPUT_HASH,high,self hash intentionally reported in final handoff to avoid self-referential mutation,"HOST_ONLY; no OTA, recovery, updater, reboot or partition write"
6SI,P5-LOWLEVEL-01,Phase 5 low-level/ghostlock/futex,findings/phase-5-evidence-index.md / 74417961d2352883022fd69306b131dfd374e650bfc14f5238055cbf817128b9,SEE_EVIDENCE_PATH_HASH_COLUMN,host static review + saved read-only baseline,catalog classification=evidence sufficient; retain,device mutation=none in catalog pass; mutation runs are historical,"source, patch-chain, gate, and reachability reviews completed; no confirmed retail exploit route",not a new reachability assertion,evidence sufficient; retain,CATALOG_ONLY,host-only source/provenance recheck only; do not rerun low-level payloads,HOST_ONLY catalog; no new device action
6SI,P5-CVE-MTK-01,Phase 5 Android/MTK CVE and public-route screens,findings/phase-5-evidence-index.md / 74417961d2352883022fd69306b131dfd374e650bfc14f5238055cbf817128b9,SEE_EVIDENCE_PATH_HASH_COLUMN,host static review; refused/negative live routes,catalog classification=rejected or bounded negative,device mutation=none in saved safe checks,candidate surfaces screened; public/ordinary route not closed; destructive or privileged routes were not pursued,not a new reachability assertion,rejected or bounded negative,CATALOG_ONLY,do not repeat public exploit or bootloader/fastboot attempts; update only with new source evidence,HOST_ONLY catalog; no new device action
