surface_family,source_csv,source_sha256,evidence_id,package/class/method,source path and line/offset,caller,gate,identity,sink,confidence,bounded limitations,id,source_or_anchor,input_sha256,gate_or_input,privileged_sink,scope,assessment,surface,source_path,evidence_record,test_id,area,duplicate_family,test_condition,observed_result,status,evidence_paths_hashes,next_safe_static_readonly_target
6UJ OTA post-install,work/luna_worker_phase6uj_ota_postinstall_20260810.csv,437c6aeb639b38fb1203261d75d129d3b4047376b2396c3bf0e7f1c82cbb568e,,,,,,,,medium,,INV-09,artifacts/phase6ne-updater-cache-flow-20260810-03/direct-call-edges.csv; return-branches.csv,d653e4a84898509781a333c56502087a83981781fcf6612d7026bfd79602b477;95f469e697c636a2f09bcb6d3f27540f9d336a4bf042d2a5b33b37156a28b87b,CacheSizeCheck and MakeFreeSpaceOnCache,readlink_chk/unlink/cache cleanup,cache staging,static relation only,,,,,,,,,,,
6UJ OTA post-install,work/luna_worker_phase6uj_ota_postinstall_20260810.csv,437c6aeb639b38fb1203261d75d129d3b4047376b2396c3bf0e7f1c82cbb568e,,,,,,,,medium,,INV-10,artifacts/phase6md-native-updater-path-audit-20260810-02/path-marker-strings.csv:104-106;134-135,3fe90198a4de2b30d743191996e8476630603998df20d8f9f91fe942bc244ebb,realpath/readlink markers; no selected direct extraction edge,canonicalization/path sink,updater filesystem,UNKNOWN for complete path hardening,,,,,,,,,,,
6UJ OTA post-install,work/luna_worker_phase6uj_ota_postinstall_20260810.csv,437c6aeb639b38fb1203261d75d129d3b4047376b2396c3bf0e7f1c82cbb568e,,,,,,,,medium,,INV-11,firmware/extracted/PS7331/META-INF/com/android/otacert,5d52405362dcc9e755a4d972074ac7f886a5450e18fb6a6c2c2dad2b55730fe1,otacert member present,signature verification implementation,package authenticity,certificate present; cryptographic verification not replayed,,,,,,,,,,,
6UJ OTA post-install,work/luna_worker_phase6uj_ota_postinstall_20260810.csv,437c6aeb639b38fb1203261d75d129d3b4047376b2396c3bf0e7f1c82cbb568e,,,,,,,,medium,,INV-12,firmware/extracted/PS7331/META-INF/com/android/metadata,9501caa9c986904bda3fe0f0e5f21134f968edaf30a4949779357d2aeb66bbf2,post-build/incremental/timestamp/pre-device,version/product/signature/recovery gates,OTA admission,metadata gate evidence,,,,,,,,,,,
6UJ OTA post-install,work/luna_worker_phase6uj_ota_postinstall_20260810.csv,437c6aeb639b38fb1203261d75d129d3b4047376b2396c3bf0e7f1c82cbb568e,,,,,,,,medium,,INV-13,artifacts/phase6j/ota-oobe-ps7331-jadx-20260805-01/sources/com/amazon/dcp/ota/SideloadMetadataChecker.java:24-71; SideloadVerifier.java:15-66; SideloadInstaller.java:40-74,35b2cd7ab72549277b691e603039a155d26a9a850c753f80c7cda968053c88ce,metadata/version/product/signature/PVT and RecoverySystemWrapper.verifyPackage,UpdateSystem.install,system OTA installer,static Java contract; no arbitrary package,,,,,,,,,,,
6UJ OTA post-install,work/luna_worker_phase6uj_ota_postinstall_20260810.csv,437c6aeb639b38fb1203261d75d129d3b4047376b2396c3bf0e7f1c82cbb568e,,,,,,,,medium,,INV-14,artifacts/phase6j/ota-contracts-ps7331-device-20260805-01/DeviceSoftwareOTAContracts.apk,815e38eb47f6d9090087f9a399e1d9e5aebd1aefc441d9a82128e4f92f76685c,contract model only,UpdateSystem/recovery wrapper contract,OTA app,contract coverage not native verifier,,,,,,,,,,,
6UJ OTA post-install,work/luna_worker_phase6uj_ota_postinstall_20260810.csv,437c6aeb639b38fb1203261d75d129d3b4047376b2396c3bf0e7f1c82cbb568e,,,,,,,,high,,INV-15,artifacts/phase6my-bootafter-ota-package-helper-20260810-01/call-edges.csv:6MY-E01-E07; fosservices disassembly:96087-96126,1136d4815ae63011522fead17ef743bc0daa57334ae6ebb3b4c05c1d09507c52,boot phase 550 AND PackageManagerService.isUpgrade(),secure settings and OobeHomeActivity enable,post-install lifecycle,confirmed static post-OTA hook,,,,,,,,,,,
6UJ OTA post-install,work/luna_worker_phase6uj_ota_postinstall_20260810.csv,437c6aeb639b38fb1203261d75d129d3b4047376b2396c3bf0e7f1c82cbb568e,,,,,,,,medium,,INV-16,artifacts/phase6jd-fosinit-20260808-01/system/fireos/etc/init/fireossystemota_fosinit.xml:9-12,37012a90b7822304a080c736f12684fdf5d58a2bc6ca92e80536d37c3a882f58,VendorRecoverySystemCallback registration,FireOSSystemOTACallback,system_server init wiring,derived system-image extraction,,,,,,,,,,,
6UJ OTA post-install,work/luna_worker_phase6uj_ota_postinstall_20260810.csv,437c6aeb639b38fb1203261d75d129d3b4047376b2396c3bf0e7f1c82cbb568e,,,,,,,,medium,,INV-17,artifacts/phase6jd-fosinit-20260808-01/system/fireos/etc/init/amazonpackagemanager_fosinit.xml:9-24,37012a90b7822304a080c736f12684fdf5d58a2bc6ca92e80536d37c3a882f58,AmazonPackageManagerService and callbacks,system-server package-management service,system_server,derived system-image extraction,,,,,,,,,,,
6UJ OTA post-install,work/luna_worker_phase6uj_ota_postinstall_20260810.csv,437c6aeb639b38fb1203261d75d129d3b4047376b2396c3bf0e7f1c82cbb568e,,,,,,,,unknown,,INV-18,firmware/extracted/PS7331/vbmeta.img:missing local path,UNKNOWN,AVB/rollback index metadata,verified boot rollback sink,package/boot chain,UNKNOWN exact path absent locally,,,,,,,,,,,
6UJ OTA post-install,work/luna_worker_phase6uj_ota_postinstall_20260810.csv,437c6aeb639b38fb1203261d75d129d3b4047376b2396c3bf0e7f1c82cbb568e,,,,,,,,unknown,,INV-19,firmware/extracted/PS7331/META-INF/com/android/avb*:missing local path,UNKNOWN,AVB metadata member,verified boot rollback sink,package metadata,UNKNOWN exact glob absent locally,,,,,,,,,,,
6UJ OTA post-install,work/luna_worker_phase6uj_ota_postinstall_20260810.csv,437c6aeb639b38fb1203261d75d129d3b4047376b2396c3bf0e7f1c82cbb568e,,,,,,,,unknown,,INV-20,firmware/extracted/PS7331/recovery verifier implementation source:missing local path,UNKNOWN,RecoverySystemWrapper native/recovery verifier,signature/AVB/rollback enforcement,recovery,UNKNOWN exact implementation source absent locally,,,,,,,,,,,
6UJ OTA post-install,work/luna_worker_phase6uj_ota_postinstall_20260810.csv,437c6aeb639b38fb1203261d75d129d3b4047376b2396c3bf0e7f1c82cbb568e,,,,,,,,medium,,INV-21,untrusted input to privileged sink:reviewed local artifacts only,see inputs above,filename/metadata/script arguments are package-controlled but gates precede install,partition/file/update/recovery sinks,full update path,not confirmed; no malformed/symlink/traversal/runtime test,,,,,,,,,,,
6UK GPL driver surface,work/luna_worker_phase6uk_driver_surface_20260810.csv,021d5d2ef514959202e19867ccec9784b9bb302e847c66c1bc6103bb4538a6f2,,,,,,,,,,,,,,,,,amazon_ld_sysfs,drivers/staging/amazon/amzn_ld.c,"line=665-673,758-777; gate=CONFIG_AMAZON_LD=y; registration=device_create_file + of_match amzn,ld + platform_driver_register; callers=none in preserved framework/launcher source; label=no exact sysfs mode/owner/SELinux label; capability=writable liquid-detection controls; possible_effect=stop/ctrl/threshold/interval/ADC changes; reachable_effect=unproven, requires DT/object/node/write policy; provenance=GPL source exact-build-labelled PS7331; missing=compiled DTB/DTBO, init, policy, caller; confidence=high",,,,,,,,
6UK GPL driver surface,work/luna_worker_phase6uk_driver_surface_20260810.csv,021d5d2ef514959202e19867ccec9784b9bb302e847c66c1bc6103bb4538a6f2,,,,,,,,,,,,,,,,,amazon_logger,drivers/staging/amazon/amazon_logger.c,"line=585,665; gate=CONFIG_AMAZON_METRICS_LOG=n and CONFIG_AMAZON_MINERVA_METRICS_LOG=n; registration=copy_to_user + misc_register; callers=none; label=exact misc mode/owner/SELinux absent; capability=metrics/log read path; possible_effect=kernel logging/info disclosure; reachable_effect=not from captured config; provenance=GPL source + config SHA eefb8db484f65e196a7bb401ae0165f434f08b13041aef6762917e284d013d04; missing=conditional object/image link/modules; confidence=high",,,,,,,,
6UK GPL driver surface,work/luna_worker_phase6uk_driver_surface_20260810.csv,021d5d2ef514959202e19867ccec9784b9bb302e847c66c1bc6103bb4538a6f2,,,,,,,,,,,,,,,,,amazon_sign_of_life,drivers/staging/amazon/sign_of_life.c,line=160; gate=CONFIG_AMAZON_SIGN_OF_LIFE=n; registration=proc_create; callers=none; label=proc mode/owner/SELinux absent; capability=boot/shutdown lifecycle reporting; possible_effect=factory-reset string is metadata only; reachable_effect=not from captured config; provenance=GPL source; missing=proc/init/policy join; confidence=medium,,,,,,,,
6UK GPL driver surface,work/luna_worker_phase6uk_driver_surface_20260810.csv,021d5d2ef514959202e19867ccec9784b9bb302e847c66c1bc6103bb4538a6f2,,,,,,,,,,,,,,,,,cmdq_ioctl,drivers/misc/mediatek/cmdq/v3/cmdq_driver.c,"line=53,225-290,350-524,578,613-656,663-742,823-827,897-899,1006; gate=CONFIG_MTK_CMDQ=y; registration=mediatek,gce match + ioctl fops + proc/sysfs + platform register; callers=none in preserved framework/launcher source; label=CMDQ node/mode/SELinux allow absent; capability=task submission, register read/write batch, engine notification, DTS query, secure metadata; possible_effect=hardware/display/engine control; reachable_effect=unproven, requires linked driver/DT/node/policy; provenance=GPL source + DT line 1374 + config SHA; missing=compiled DTB, init, vendor policy, native caller, image symbol/module join; confidence=high",,,,,,,,
6UK GPL driver surface,work/luna_worker_phase6uk_driver_surface_20260810.csv,021d5d2ef514959202e19867ccec9784b9bb302e847c66c1bc6103bb4538a6f2,,,,,,,,,,,,,,,,,ion_generic,drivers/staging/android/ion/ion.c,"line=1506-1663,1912-1962; gate=CONFIG_ION=y and CONFIG_ION_TEST=n; registration=copy_from/to_user + ioctl fops + misc_register + debugfs; callers=Android graphics callers outside preserved source scope; label=/dev/ion mode/owner/SELinux absent; capability=alloc/free/share/map/import/sync/custom buffers; possible_effect=DMA/buffer exposure subject to heaps/policy; reachable_effect=unproven; provenance=GPL source + config SHA; missing=exact node, gralloc/codec caller, heap config, SELinux, modules; confidence=high",,,,,,,,
6UK GPL driver surface,work/luna_worker_phase6uk_driver_surface_20260810.csv,021d5d2ef514959202e19867ccec9784b9bb302e847c66c1bc6103bb4538a6f2,,,,,,,,,,,,,,,,,ion_mtk_custom,drivers/staging/android/ion/mtk/ion_drv.c,"line=319-435,612,765; gate=CONFIG_MTK_ION=y; registration=custom ioctl + ion_device_create + platform register; callers=none in preserved framework/launcher source; label=node/allow absent; capability=MTK custom system/physical-address/debug metadata and secure heap paths; possible_effect=buffer/physical-address/secure-memory control; reachable_effect=external custom effect unproven; provenance=GPL source + config SHA; missing=custom caller, heap enablement, DT, image deployment, SELinux; confidence=high",,,,,,,,
6UK GPL driver surface,work/luna_worker_phase6uk_driver_surface_20260810.csv,021d5d2ef514959202e19867ccec9784b9bb302e847c66c1bc6103bb4538a6f2,,,,,,,,,,,,,,,,,ion_debugfs,drivers/staging/android/ion/mtk/ion_drv.c,"line=641-645,663-671; gate=ION_RUNTIME_DEBUGGER conditional Makefile:27-29; registration=debugfs clients_summary/history; callers=none; label=debugfs mount/permissions/SELinux absent; capability=ION client/heap diagnostics; possible_effect=information disclosure/debug control; reachable_effect=not established; provenance=GPL source + config SHA; missing=macro value, debugfs mount, image link; confidence=medium",,,,,,,,
6UK GPL driver surface,work/luna_worker_phase6uk_driver_surface_20260810.csv,021d5d2ef514959202e19867ccec9784b9bb302e847c66c1bc6103bb4538a6f2,,,,,,,,,,,,,,,,,mediatek_dt_control,arch/arm64/boot/dts/mediatek/mt8183.dts,"line=26,293,1093-1101,1181,1374; gate=DT source intent only; registration=mediatek,mt8183 + Amazon mdump reserve + M4U/DevAPC + CQDMA + gce; callers=kernel compatible matches only; label=DT is not access control; capability=resource/driver instantiation intent; possible_effect=CMDQ/M4U/DevAPC/CQDMA/crash-memory binding; reachable_effect=unproven; provenance=GPL DT source; missing=compiled DTB/DTBO and bootloader-selected variant; confidence=high",,,,,,,,
6UK GPL driver surface,work/luna_worker_phase6uk_driver_surface_20260810.csv,021d5d2ef514959202e19867ccec9784b9bb302e847c66c1bc6103bb4538a6f2,,,,,,,,,,,,,,,,,mediatek_secure_world,drivers/misc/mediatek/atf_log/atf_logger.c,"line=181,330-331,489-510; gate=driver Kconfig conditional; registration=secure-call markers + misc registration; callers=none in preserved framework/launcher source; label=node/SELinux allow absent; capability=ATF log/secure-call mediation; possible_effect=secure-world diagnostics, not automatic privilege transition; reachable_effect=unproven; provenance=GPL source + TEE image presence; missing=AP/TEE caller and authorization contract; confidence=medium",,,,,,,,
6UK GPL driver surface,work/luna_worker_phase6uk_driver_surface_20260810.csv,021d5d2ef514959202e19867ccec9784b9bb302e847c66c1bc6103bb4538a6f2,,,,,,,,,,,,,,,,,mediatek_debug_procfs,drivers/misc/mediatek/base/power/mt8183/mtk_gpufreq_core.c,"line=1542-1549,2784; gate=driver Kconfig conditional; registration=proc_mkdir/proc_create + platform register; callers=none; label=proc mode source-visible but exact label/allow absent; capability=GPU frequency/power debug/tuning entries; possible_effect=power/performance change; reachable_effect=unproven, requires proc/mode/policy/caller; provenance=GPL source + CONFIG_AMAZON_DEBUG_CLK=y; missing=proc mount, dependency resolution, init, SELinux; confidence=medium",,,,,,,,
6UK GPL driver surface,work/luna_worker_phase6uk_driver_surface_20260810.csv,021d5d2ef514959202e19867ccec9784b9bb302e847c66c1bc6103bb4538a6f2,,,,,,,,,,,,,,,,,amazon_kconfig,drivers/staging/amazon/Kconfig,line=4-65; gate=CONFIG_AMAZON=y; registration=build catalogue; callers=no runtime caller; label=Kconfig is build gate only; capability=metrics/sign-of-life/keycombo/integrity/liquid-detection/user-build options; possible_effect=depends on selected object; reachable_effect=not implied; provenance=GPL source + captured config SHA; missing=final config-to-object map and exact image symbol/module list; confidence=high,,,,,,,,
6UL historical test reconciliation,work/luna_worker_phase6ul_test_reconciliation_20260810.csv,6de2b11fc924413e4a33cdcfdba99353785f1f66826d875db3fe46bc4b36416b,,,,,,,,,,,,,,,,,,,,P3A-RESOLVER,launcher/HOME,resolver-baseline,saved PS7331 User-0 resolver and priority state,Fire Launcher/.Launcher repeatedly wins HOME at priority 50; no Fire restoration caller closed,CONFIRMED,findings/phase-3a-report.md; findings/phase-3b-report.md; adb/phase3b/ (per-capture hashes),Compare saved resolver/log outputs and verify cited hashes; do not trigger HOME
6UL historical test reconciliation,work/luna_worker_phase6ul_test_reconciliation_20260810.csv,6de2b11fc924413e4a33cdcfdba99353785f1f66826d875db3fe46bc4b36416b,,,,,,,,,,,,,,,,,,,,P3C-PREFERRED,launcher replacement,preferred-set-home,"historical ordinary preferred record, reboot observation, rollback",preferred record did not establish durable third-party User-0 HOME or Fire package control,DISPROVED,findings/phase-3c-report.md; adb/phase3c/; adb/mutation-tests/HOME-PRIORITY-P0/,Audit saved before/after/rollback manifests only; no setter replay
6UL historical test reconciliation,work/luna_worker_phase6ul_test_reconciliation_20260810.csv,6de2b11fc924413e4a33cdcfdba99353785f1f66826d875db3fe46bc4b36416b,,,,,,,,,,,,,,,,,,,,P5-PACKAGE-GATES,package state,package-guard,historical disable/suspend/hide/uninstall/force-stop/component attempts,protected Fire/Tahoe package or component gates rejected the tested changes before a durable target mutation,DISPROVED,findings/phase-5-evidence-index.md (74417961d2352883022fd69306b131dfd374e650bfc14f5238055cbf817128b9); adb/mutation-tests/; adb/phase6fa/; adb/phase6bl/,Parse saved exit codes and state snapshots; no package setter
6UL historical test reconciliation,work/luna_worker_phase6ul_test_reconciliation_20260810.csv,6de2b11fc924413e4a33cdcfdba99353785f1f66826d875db3fe46bc4b36416b,,,,,,,,,,,,,,,,,,,,P4-P5-ACCESSIBILITY,accessibility fallback,accessibility-redirect,historical redirect/monitor and rollback captures,direct-start legacy route was bounded negative; foreground fallback occurred but did not write formal HOME,DISPROVED,findings/phase-4b-final-workaround-verdict.md; findings/phase-5cq-evidence-index.md (e5205f7b419eb6fccefdfeb72dc3d6e0d9dfecadeaa7524a0c847e651d90f2de); adb/phase6iq/PHASE6IQ-ADB-MONITOR-20260807-05/,"Align saved timestamps, foreground, HOME, and rollback records; do not replay accessibility"
