label	status	started_utc	finished_utc	command	output
ls__system_ext_fireos_etc	1	2026-08-03T01:04:17Z	2026-08-03T01:04:17Z	adb -s 'G001LT0511550CFT' 'shell' 'ls' '-ld' '/system_ext/fireos/etc'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/paths/ls__system_ext_fireos_etc.txt
ls__fireos_etc_permissions	1	2026-08-03T01:04:17Z	2026-08-03T01:04:17Z	adb -s 'G001LT0511550CFT' 'shell' 'ls' '-ld' '/fireos/etc/permissions'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/paths/ls__fireos_etc_permissions.txt
ls__system_fireos_etc_permissions	0	2026-08-03T01:04:17Z	2026-08-03T01:04:17Z	adb -s 'G001LT0511550CFT' 'shell' 'ls' '-ld' '/system/fireos/etc/permissions'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/paths/ls__system_fireos_etc_permissions.txt
ls__product_fireos_etc_permissions	1	2026-08-03T01:04:17Z	2026-08-03T01:04:17Z	adb -s 'G001LT0511550CFT' 'shell' 'ls' '-ld' '/product/fireos/etc/permissions'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/paths/ls__product_fireos_etc_permissions.txt
ls__system_ext_fireos_etc_permissions	1	2026-08-03T01:04:17Z	2026-08-03T01:04:17Z	adb -s 'G001LT0511550CFT' 'shell' 'ls' '-ld' '/system_ext/fireos/etc/permissions'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/paths/ls__system_ext_fireos_etc_permissions.txt
ls__fireos_etc_init	1	2026-08-03T01:04:17Z	2026-08-03T01:04:17Z	adb -s 'G001LT0511550CFT' 'shell' 'ls' '-ld' '/fireos/etc/init'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/paths/ls__fireos_etc_init.txt
ls__system_fireos_etc_init	0	2026-08-03T01:04:17Z	2026-08-03T01:04:17Z	adb -s 'G001LT0511550CFT' 'shell' 'ls' '-ld' '/system/fireos/etc/init'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/paths/ls__system_fireos_etc_init.txt
ls__product_fireos_etc_init	1	2026-08-03T01:04:17Z	2026-08-03T01:04:17Z	adb -s 'G001LT0511550CFT' 'shell' 'ls' '-ld' '/product/fireos/etc/init'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/paths/ls__product_fireos_etc_init.txt
ls__system_ext_fireos_etc_init	1	2026-08-03T01:04:17Z	2026-08-03T01:04:17Z	adb -s 'G001LT0511550CFT' 'shell' 'ls' '-ld' '/system_ext/fireos/etc/init'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/paths/ls__system_ext_fireos_etc_init.txt
ls__system_etc_permissions	0	2026-08-03T01:04:17Z	2026-08-03T01:04:17Z	adb -s 'G001LT0511550CFT' 'shell' 'ls' '-ld' '/system/etc/permissions'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/paths/ls__system_etc_permissions.txt
ls__system_etc_init	0	2026-08-03T01:04:17Z	2026-08-03T01:04:17Z	adb -s 'G001LT0511550CFT' 'shell' 'ls' '-ld' '/system/etc/init'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/paths/ls__system_etc_init.txt
find_xml__fireos_etc_permissions	1	2026-08-03T01:04:18Z	2026-08-03T01:04:18Z	adb -s 'G001LT0511550CFT' 'shell' 'find' '/fireos/etc/permissions' '-maxdepth' '1' '-type' 'f' '-name' '*.xml' '-print'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/paths/find_xml__fireos_etc_permissions.txt
find_xml__system_fireos_etc_permissions	0	2026-08-03T01:04:18Z	2026-08-03T01:04:18Z	adb -s 'G001LT0511550CFT' 'shell' 'find' '/system/fireos/etc/permissions' '-maxdepth' '1' '-type' 'f' '-name' '*.xml' '-print'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/paths/find_xml__system_fireos_etc_permissions.txt
find_xml__product_fireos_etc_permissions	1	2026-08-03T01:04:18Z	2026-08-03T01:04:18Z	adb -s 'G001LT0511550CFT' 'shell' 'find' '/product/fireos/etc/permissions' '-maxdepth' '1' '-type' 'f' '-name' '*.xml' '-print'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/paths/find_xml__product_fireos_etc_permissions.txt
find_xml__system_ext_fireos_etc_permissions	1	2026-08-03T01:04:18Z	2026-08-03T01:04:18Z	adb -s 'G001LT0511550CFT' 'shell' 'find' '/system_ext/fireos/etc/permissions' '-maxdepth' '1' '-type' 'f' '-name' '*.xml' '-print'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/paths/find_xml__system_ext_fireos_etc_permissions.txt
find_xml__system_etc_permissions	0	2026-08-03T01:04:18Z	2026-08-03T01:04:18Z	adb -s 'G001LT0511550CFT' 'shell' 'find' '/system/etc/permissions' '-maxdepth' '1' '-type' 'f' '-name' '*.xml' '-print'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/paths/find_xml__system_etc_permissions.txt
find_init_xml__fireos_etc_init	1	2026-08-03T01:04:18Z	2026-08-03T01:04:18Z	adb -s 'G001LT0511550CFT' 'shell' 'find' '/fireos/etc/init' '-maxdepth' '1' '-type' 'f' '-name' '*.xml' '-print'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/paths/find_init_xml__fireos_etc_init.txt
find_init_xml__system_fireos_etc_init	0	2026-08-03T01:04:18Z	2026-08-03T01:04:18Z	adb -s 'G001LT0511550CFT' 'shell' 'find' '/system/fireos/etc/init' '-maxdepth' '1' '-type' 'f' '-name' '*.xml' '-print'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/paths/find_init_xml__system_fireos_etc_init.txt
find_init_xml__product_fireos_etc_init	1	2026-08-03T01:04:18Z	2026-08-03T01:04:18Z	adb -s 'G001LT0511550CFT' 'shell' 'find' '/product/fireos/etc/init' '-maxdepth' '1' '-type' 'f' '-name' '*.xml' '-print'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/paths/find_init_xml__product_fireos_etc_init.txt
find_init_xml__system_ext_fireos_etc_init	1	2026-08-03T01:04:18Z	2026-08-03T01:04:18Z	adb -s 'G001LT0511550CFT' 'shell' 'find' '/system_ext/fireos/etc/init' '-maxdepth' '1' '-type' 'f' '-name' '*.xml' '-print'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/paths/find_init_xml__system_ext_fireos_etc_init.txt
find_init_xml__system_etc_init	0	2026-08-03T01:04:18Z	2026-08-03T01:04:18Z	adb -s 'G001LT0511550CFT' 'shell' 'find' '/system/etc/init' '-maxdepth' '1' '-type' 'f' '-name' '*.xml' '-print'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/paths/find_init_xml__system_etc_init.txt
ls_deny__data_system_PackageManagerDenyList	0	2026-08-03T01:04:18Z	2026-08-03T01:04:18Z	adb -s 'G001LT0511550CFT' 'shell' 'ls' '-la' '/data/system/PackageManagerDenyList'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/paths/ls_deny__data_system_PackageManagerDenyList.txt
ls_deny__data_system_PackageManagerDenyList.xml	1	2026-08-03T01:04:18Z	2026-08-03T01:04:18Z	adb -s 'G001LT0511550CFT' 'shell' 'ls' '-la' '/data/system/PackageManagerDenyList.xml'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/paths/ls_deny__data_system_PackageManagerDenyList.xml.txt
ls_deny__data_system_de_0_shared_prefs_PackageManagerDenyList	1	2026-08-03T01:04:18Z	2026-08-03T01:04:18Z	adb -s 'G001LT0511550CFT' 'shell' 'ls' '-la' '/data/system_de/0/shared_prefs/PackageManagerDenyList'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/paths/ls_deny__data_system_de_0_shared_prefs_PackageManagerDenyList.txt
ls_deny__data_system_de_0_shared_prefs_PackageManagerDenyList.xml	1	2026-08-03T01:04:18Z	2026-08-03T01:04:18Z	adb -s 'G001LT0511550CFT' 'shell' 'ls' '-la' '/data/system_de/0/shared_prefs/PackageManagerDenyList.xml'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/paths/ls_deny__data_system_de_0_shared_prefs_PackageManagerDenyList.xml.txt
ls_deny__data_system_de_0_shared_prefs	1	2026-08-03T01:04:18Z	2026-08-03T01:04:18Z	adb -s 'G001LT0511550CFT' 'shell' 'ls' '-la' '/data/system_de/0/shared_prefs'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/paths/ls_deny__data_system_de_0_shared_prefs.txt
find_deny_paths	1	2026-08-03T01:04:18Z	2026-08-03T01:04:19Z	adb -s 'G001LT0511550CFT' 'shell' 'find' '/data/system' '/data/system_de' '-iname' '*Deny*' '-print'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/paths/find_deny_paths.txt
system_server_pid	0	2026-08-03T01:04:19Z	2026-08-03T01:04:19Z	adb -s 'G001LT0511550CFT' 'shell' 'pidof' 'system_server'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/system_server_pid.txt
system_server_maps	1	2026-08-03T01:04:19Z	2026-08-03T01:04:19Z	adb -s 'G001LT0511550CFT' 'shell' 'cat' '/proc/637/maps'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/fireos-config/CONFIG-20260803-02/system_server_maps.txt
