label	status	started_utc	finished_utc	command	output
dumpsys_service_names	0	2026-08-03T02:46:14Z	2026-08-03T02:46:14Z	adb -s 'G001LT0511550CFT' 'shell' 'dumpsys' '-l'	./device/baseline/BASELINE-20260803-03/dumpsys_services.txt
process_list	0	2026-08-03T02:46:14Z	2026-08-03T02:46:14Z	adb -s 'G001LT0511550CFT' 'shell' 'ps' '-A' '-o' 'USER,PID,PPID,NAME,ARGS'	./device/baseline/BASELINE-20260803-03/process_list.txt
mount	0	2026-08-03T02:46:14Z	2026-08-03T02:46:14Z	adb -s 'G001LT0511550CFT' 'shell' 'mount'	./device/baseline/BASELINE-20260803-03/mount_info.txt
proc_mounts	0	2026-08-03T02:46:14Z	2026-08-03T02:46:14Z	adb -s 'G001LT0511550CFT' 'shell' 'cat' '/proc/mounts'	./device/baseline/BASELINE-20260803-03/mount_proc.txt
getenforce	0	2026-08-03T02:46:14Z	2026-08-03T02:46:14Z	adb -s 'G001LT0511550CFT' 'shell' 'getenforce'	./device/baseline/BASELINE-20260803-03/security_getenforce.txt
identity	0	2026-08-03T02:46:14Z	2026-08-03T02:46:14Z	adb -s 'G001LT0511550CFT' 'shell' 'id'	./device/baseline/BASELINE-20260803-03/security_id.txt
proc_version	0	2026-08-03T02:46:14Z	2026-08-03T02:46:14Z	adb -s 'G001LT0511550CFT' 'shell' 'cat' '/proc/version'	./device/baseline/BASELINE-20260803-03/security_proc_version.txt
uname	0	2026-08-03T02:46:14Z	2026-08-03T02:46:14Z	adb -s 'G001LT0511550CFT' 'shell' 'uname' '-a'	./device/baseline/BASELINE-20260803-03/security_uname.txt
overlay_list	0	2026-08-03T02:46:14Z	2026-08-03T02:46:14Z	adb -s 'G001LT0511550CFT' 'shell' 'cmd' 'overlay' 'list'	./device/baseline/BASELINE-20260803-03/overlay_list.txt
current_user	0	2026-08-03T02:46:14Z	2026-08-03T02:46:15Z	adb -s 'G001LT0511550CFT' 'shell' 'am' 'get-current-user'	./device/baseline/BASELINE-20260803-03/current_user.txt
user_dump	0	2026-08-03T02:46:15Z	2026-08-03T02:46:15Z	adb -s 'G001LT0511550CFT' 'shell' 'dumpsys' 'user'	./device/baseline/BASELINE-20260803-03/user_dump.txt
settings_secure_read	0	2026-08-03T02:46:15Z	2026-08-03T02:46:15Z	adb -s 'G001LT0511550CFT' 'shell' 'settings' 'list' 'secure'	./device/baseline/BASELINE-20260803-03/settings_secure.txt
settings_global_read	0	2026-08-03T02:46:15Z	2026-08-03T02:46:15Z	adb -s 'G001LT0511550CFT' 'shell' 'settings' 'list' 'global'	./device/baseline/BASELINE-20260803-03/settings_global.txt
settings_system_read	0	2026-08-03T02:46:15Z	2026-08-03T02:46:15Z	adb -s 'G001LT0511550CFT' 'shell' 'settings' 'list' 'system'	./device/baseline/BASELINE-20260803-03/settings_system.txt
device_config_read	127	2026-08-03T02:46:15Z	2026-08-03T02:46:15Z	adb -s 'G001LT0511550CFT' 'shell' 'device_config' 'list'	./device/baseline/BASELINE-20260803-03/device_config.txt
activity_activities	0	2026-08-03T02:46:15Z	2026-08-03T02:46:15Z	adb -s 'G001LT0511550CFT' 'shell' 'dumpsys' 'activity' 'activities'	./adb/baseline/BASELINE-20260803-03/dumpsys_activity_activities.txt
activity_recents	0	2026-08-03T02:46:15Z	2026-08-03T02:46:15Z	adb -s 'G001LT0511550CFT' 'shell' 'dumpsys' 'activity' 'recents'	./adb/baseline/BASELINE-20260803-03/dumpsys_activity_recents.txt
window_windows	0	2026-08-03T02:46:15Z	2026-08-03T02:46:15Z	adb -s 'G001LT0511550CFT' 'shell' 'dumpsys' 'window' 'windows'	./adb/baseline/BASELINE-20260803-03/dumpsys_window_windows.txt
input	0	2026-08-03T02:46:15Z	2026-08-03T02:46:15Z	adb -s 'G001LT0511550CFT' 'shell' 'dumpsys' 'input'	./adb/baseline/BASELINE-20260803-03/dumpsys_input.txt
